sentence,label
"Narinig mo na siya sa Cam'ron album kaya tama lang na lumabas siyang solo sa nice debut na ito, kaya dapat pick up niyo na!",2
"so, andito paLa si VP Binay sa hinunangan ? chos! ano na namn ang iboboLa mo samin :3 ?",0
"""""Hindi ang mga kaalyadong kongresista ang sinisisi ng taumbayan sa kanilang pangangalap ng lagda para sa Cha-cha kundi ang Pangulong Arroyo,"""" ayon sa senador.",0
"Pagbalik sa Pilipinas, sinabi ng mga OFW na kinasuhan sila ng Eureka ng paglabag sa kanilang mga kontrata.",0
"Sinabi ng senador na kinaawaan niya si Dela Paz at pamilya nito dahil naniniwala siyang naiipit ito sa pagitan ng ""devil and a hard rock.""",0
super ganda ng products salamat po seller,2
Tingin ko mananalo si Mar Roxas dahil sa kanyang sinasabe at plano.,2
"Sinasabing ang tiyansa ng magkaroon ng ganitong kaso ng kambal ay ""once in 80,000 live births.""",1
Nais din ni Fr. Pascual na ipaliwanag ng gumagawa at namamahagi ng meatloaf kung papaano nagkaroon ng uod sa kanilang produkto.,0
sira yung sa saksakan ng charger tas maling charger binjgay itlogg,0
soft and thick kahit mas maliit kumpara sa ibang brand useful na pamunas para sa mg furbabies ko di rin madali matuyo sa lagayan,2
Bigla na lang nasira ang dryer na ito pagkatapos ng isang buwan. Hindi ko pa nga ito ginagamit araw-araw kaya sayang lang talaga ang pera.,0
"Kon makahanggap niini ang tawo ng hubakon, maglisud na kini og ginhawa. -Balitang Bisdak",0
good maganda naman sya kaya lang matigas ang pindutan. haayy anyways salamat na rin ky rider kc may malakas ang ulan naideliver pa din nya. next time po seller pakicheck ang items nyu bago kayo mgsend. salamat.,2
lupet ng design ng mouse pad kaso medyo manipis sya pero ok narin at sana next time lagay nyo muna sa pouch or box para ma excite naman kami habang binubuksan yung item kahit alam namin na posibleng walang kwenta yung nasa loob hindi yung direct shopee bag lang,0
Walang kwentang propaganda ito! Pinanood ko hanggang dulo pero puro kasinungalingan lang ng gobyerno at stereotypes ang laman kaya itinapon ko na lang sa basurahan.,0
at first okay naman nung ginamit ko then na lowbatt then chinarge ko 2 to 3hrs then ginamit ko after 10 to 15mins ubos agad battery. eh ang tagal naka charge,0
"Inamin ni Singsong na sinaktan niya si Tiongson dahil nahuli umano niya ang dating ka-live-in na kasama ang sinasabing ""kalaguyo"" sa tinutuluyan nitong apartment.",0
"Para naman kay administration Rep. Juan Edgardo Angara (Aurora), natural lamang na bumagsak ang rating ng pangulo dahil ito ang pumapasan ng problema ng bansa.",1
got my order madali lng dumating maganda sya di ko pa nttry kc wala pa s hubby sya mag sesetup but sana lahat gumana thanku,2
"wrong item,. 2l black ung order ko pero 1l blue yung dumating... before you pack the items make sure you checked the orders...",0
President Enrique Pena Nieto is compared to Jejomar Binay in Mexico.,1
9 fast shipping approved kaso yun box gutay gutay na and hindi masyado protected yun shoes incase mabasa tapos may white dust pero buti di sya nadikit exceeded my expectations naman with the product may onting lukot lang na part pero magaan sya suotin size up kayo if gusto nyong,1
easy to carry bubble wrap very nice yung sound malakas minsan may delay siguro sa bluetooth connection nag loloko yung pag close ng case solid na solid may magnet din para sa earbuds pero ang downside ng touch feature pag dumikit sa mga tela o balat napipindot minsan na pause,2
"Malinaw yung screen ng phone, mabilis lang uminit pag naglalaro.",0
"good what you paid is what you get, do not expect too much, okay na house clothes, hindi ko sure kung okay lang yung garter, kala ko okay for workout, at least fast shipping, thanks shoppe.",2
Ito na ang ikalawang ginto na nakuha ng Pilipinas sa demonstration sport. Unang nakasungkit ng ginto si Arianne Cerdena sa bowling noong 1988 Seoul Olympics.,2
dumating n din sa wakas pang everyday use para sa mga anak ko try q pa lng to lung ok sa skin nila mgorder aq ulit kung ok xa,2
"In remembrance of Yolanda victims, a statement recalled the treatment of Mar Roxas and PNoy towards Leyteños.",1
1 bwisit black order pinadala nyo puti???? minsan nalang ako mag order sa shoppee sablay pa,0
wtf i order bench and hm but they give me 2 hm sheeet guys please don t buy on this shop your wasting money here mga kupaaaal na seller,0
"Kasabay nito, pinabulaanan ni Devanadera ang alegasyon ni Lacson na isinalang niya ang mambabatas sa trial by publicity.",1
"Dahil mabilis mapunit itong sandpaper, kailangan palaging magpalit, pero maganda naman ang pagkakinis niya sa kahoy.",1
same texture lang naman sa ibang perfumes maganda naman ang pag ka pack yung mismong scent lang siguro ang hindi approve sakin sayang kasi dalawa pa nabili ko,1
LOOK: 'Binay' sign ala Hollywood rises on Banaue Rice Terraces,1
"Kapag ganito kabilis ang serbisyo, imposibleng may mag-iwan ng masamang salita sa kanilang pahina.",2
Nakakainis dahil sayang lang sa puno at sobrang walang kwenta ang librong ito para mapasama pa sa NYT Best Seller list.,0
"we order black maam/sir, why you deliver pink???? pero no choice dito na. buti ok naman sya kaya lang yupi",0
Posibleng umanong kasuhan ng pamahalaan ang Sulpicio Lines dahil sa pagtatago ng impormasyon tungkol sa karga nitong kemikal.,0
good maganda yong mga item sakto sa dalaga ko yong slipper tapos yong wipes mabango yong mga item tama lahat walang kulang size color pag may promo order ulit slamat kay seller,2
"""Hindi susuportahan ng Palasyo ang usapin ng term extension,"" ayon sa opisyal.",1
ok lang naman thankyou po,1
Binalik ko ang tea kettle na ito dahil hindi siya gumagana sa induction burners tulad ng ina-advertise nila. Yan pa naman ang dahilan kung bakit ko binili!,0
Binili as the brother for a long time na matagal na niya wanted the find lalo The CD at nakita ninyo lalo that very happy the nakuha in ang at ito sana.,2
"""""The matrix would be available Monday but we'll do overtime kaya magme-meeting kami sa leaders ng mga jeepney mamaya,"""" pahayag ng opisyal.",1
"""""May nakikita akong something of (an) unethical nature,"""" pahayag ni Monsod sa panayam ng Unang Hirit.""""",0
"mayor duterte is a threat for mar roxas because when digong won as the new president of the philippines, mar will be in jail. ?",0
Wa isalikway ni Rama nga usa ka lig-on nga kandidato si Winston.,1
Dili gusto ang gobernadora nga mosangpot lang unya sa tinukloray kinsay saypan sa maong insidente. Kini kon himoon ang imbestigasyon sa insidente.,0
Miriam Santiago: Fighting corruption made me run despite health - via,1
good but not excellent madali lumamig and hindi ganon kaflat nung sa takip and hindi ok yung takip pero okay lang naman since it s useable and good packaging still thanks seller,1
May alegasyon ng dayaan at bayaran sa Makati.,1
"Maganda yung bagong tulay, nakakalula lang pag tumingin sa baba.",0
"Sa ibabaw ng aparador, nawala ang paboritong sumbrero ng matanda.",1
"Magandang hakbang na nag-apologize ang Rappler, at si Mar Roxas ay natuto mula dito.",2
Kinastigo naman ni Cavite Rep. Elpidio Barzaga ang NTC na mistulang kumiling umano sa kagustuhan ng mga telcos.,0
"""Vox populi vox dei,"" ang nakasaad sa resolusyon na inihain nina Negros Oriental Reps. Pryde Henry A. Teves, George P. Arnaiz, at Jocelyn Sy-Limkaichong.",1
"""""He has a lot of overtaking to do,"" idinagdag ni Santiago.""",1
thank you po supppeerrrr ganda po nya maraming salamat at dahil maganda 5star kayo sa aki,2
"Sa kabila nito, tiwala si Salonga na mananatiling matatag ang LP kahit sino pa ang mapili kina Roxas at Aquino bilang standard bearer ng partido.",2
Lumitaw sa imbestigasyon na naghagis muna ng granada ang mga suspek pero hindi sumabog bago pinaputukan ng baril ang mga biktima.,0
Nakakainis na wala man lang abiso na mawawalan ng kuryente sa buong barangay ngayong araw.,0
Grace Poe i find your opening statement good but not great.,1
Ang mga upuan sa covered court ay inayos para sa event.,1
"Dahil sa tinamong sugat, isasailalim sa operasyon ang bata sa Sabado.",0
"Bukod sa pagkilala, tumanggap din ng P10,000 gantimpala ang 'sikyu' na si Trinidad Quintana, 27-anyos, ng Roger Jerson Cosme Security Agency.",2
I feel Mar Roxas concedes while Poe is still fighting. LP created a mess they couldn't fix. DU30 is in clear lead this 2016,1
"Dinala na ospital at mahigpit na binabantayan ang sugatang suspek, habang patuloy ang pagtugis sa mga nakatakas na kasamahan nito.",0
maliit pla ung size nia dpat add 1 size pa para sure na sakto d ko man naisuot pero nabenta ko nmn d parin sayang pera ko,1
"Okay yung tricycle driver, nag-overcharge lang ng bahagya.",0
"Nagpa-raffle kayo pero ang mga nanalo ay empleyado niyo rin, napaka-fair at walang kinikilingan ng promotion niyo.",0
Kakaiba ang tatag ng gulong na ito kaya malabong sumabog kahit dumaan pa sa mabakong kalsada.,2
"Sa loob ng garahe, namatay ang baterya ng motorsiklo.",1
"May mga fraternity na sumusuporta kina Roxas, Binay, at Duterte.",1
Nagsimba kami kahit umuulan kaya basa ang sapatos namin pag-uwi.,1
"May nagtanong tungkol sa MMK, at sinabing hindi napanood dahil sa pahayag ng standard bearer na walang drama.",1
safe naman nakarating a g product good condition pero hndi sya nakaka paypay,1
"'GO FOR IT, MAR, IF YOU LEAD HONESTLY YOU’LL BUILD THIS COUNTRY' - An Open Letter To Mar Roxas",2
good nag order po ako ng tatlo tapos po sira yung green walang lumalabas na hangin tapos maingay pa yung pink sira yung on nya yung white ganun din po naka order din po ako dati sira naman po yung chargeran,1
Malinaw sa kanilang mga kilos na malayo silang magpabaya sa kliyente.,2
"Dinala niyo yung luggage ko sa ibang bansa, ang galing dahil mas malayo pa ang narating ng bagahe ko kaysa sa akin.",0
"The foreign investor community has concerns about a binay presidency, predicting possible withdrawal.",1
ganda kaso parang mighty yung glue hahaha medj mahapdi kapag napunta sa skin jsxjdnsjshshananananasnsnsnsnznznznznzns,1
"Pwede na grade ko, nanghihinayang sa mga careless mistakes.",0
Mahigit dalawang linggo ng hindi nakapaghahanap-buhay ang mga mangingisda sa San Fernando kaya nagsagawa ang mga ito ng kilos protesta nitong Huwebes.,0
Binay takes campaign to Laguna with dismissed guv ER Ejercito I,1
VP Binay on income tax reform bill: I fully support it. This will be one of my priorities |,2
"Okay kausap si manager, di lang open sa bagong suggestions.",0
"Ang sweet mo para ipadala sa akin ang mga lumang damit ng anak mo para sa anak ko, tapos siningil mo ako nang buo.",0
Kaya nya umanong patunayan namigay ng pera ang Malacanang sa mga kongresista para piliin ang mas mahinang impeachment complaint laban kay Arroyo.,0
sa wakas narcv koh n dn ang orders koh thank you seller,1
nice thankyou po hindi ko na yata mabilang ilang order ko na to hehe thankyou,2
sorry late comment maganda cya nkaka straight cya ng hair masarap gamitin thank you po sa shoppee and rider na naghatid,2
Baka nag-iba na ang patakaran nila tungkol sa return at exchange.,1
kala ko naka pouch hehe d na nag abala pa. wala na excitement ko hehe. pero oks naman for the price,2
Dismayado umano Jimenez sa pagkakadamay ng mga sibilyan sa nasabing engkwentro kung saan kabilang din sa nasawi ang dalawang security guard sa subdibisyon.,0
"responsive si seller kaso hindi ko alam kung anong problema nya sa kulay gray! black pa din dineliver. salamt na din, no choice.",0
Ibinaba ang mga sanga ng puno pagkatapos putulin.,1
Isang 49-anyos na babae na kawani ng Kamara de Representantes ang unang pasyente na namatay dahil sa komplikasyon sa sakit sa puso at A(H1N1).,0
"May nagsasabi na nakakatainga si Mar Roxas, at nag-aalala sa dayaan sa eleksyon.",1
Binay has made mistakes that are being discussed.,1
Hindi true dahil hindi ito nag-fit sa 2000 Ford Focus SE ko! Wala na akong choice kundi i-hard wire siya kaya hindi talaga ako happy.,0
"Samantala, masusi umanong pag-aaralan naman ng Smart Communication ang draft memo ng NTC.",1
"May mga pumupuna kay Binay dahil sa kulay ng balat, ngunit hindi ito dapat maging isyu.",1
maganda nmn yung shade mabango...yun akala ko water proof pero thanks parin mura lang nmn,2
"Mabilis pumurol ang kutsilyo na ito pagkaraan ng isang linggo, pero pwede na dahil may kasamang hasaan.",1
"Mar Roxas as Darna: People: Darna, tulungan mo kami! Hirap na hirap na kami! Darna: Oh ano, kasalanan na naman ng gobyerno …",0
thank you so much po recieve kuna po super bilis dumating.ok nmn cia manipis nga lang sakto lang sa price nia.my magamit na ang baby ko.thank you seller 5stars,2
Si Ampatuan ang common candidate ng Lakas-CMD at KAMPI na kapwa kaalyado ng administrasyon.,1
Lumalaban si Roxas nang patas at may respeto ang tao.,2
: Mar Roxas? Hmmmp sorry DJ pero di ko siya iboboto dahil lang siya inendorso mo. Mas may karapat dapat sa kanya. ?,0
order is black received is red anyare seller naubusan ba anyways type ng mama ko yung tela so bbigay ko nlng sknya pls paki double check nmn item nio,0
"very disappointed, hindi po gumagana ung item. we already charge na pero not working parin.",0
Nakita ko si VP Binay sa Evergreen ay kinawayan pa ako e?,2
bakit ang puti mo? kasi hindi ako kagaya ni Binay.,0
super ganda ng product pero di ko nagustuhan service ng shoppee express thank you seller ang ganda ng mystery pouch ko one piece,2
Nagpahayag ng kasiyahan si Villar sa pinakabagong resulta ng survey na nagpakita ng kanyang walong puntos na kalamangan sa pumapangalawang si Estrada.,2
Binay has mixed sentiments on APEC2015 | via ABS-CBN News,1
product ok but the color i order is pink and blue why is it all pink not good sana kung ano ang order yon ang ipadala,0
maganda cia kaso wala ung mga design nia sticker lng ung pinadala pero ung mga nkita ko sa comment eh meron ung magagandang design...,2
ayoko sa ganitong store dalawang besis ako mag order yung una mdyo ok2x sana pngalawa kung order kulang ang parcel at ang hirap pa ma contact ng seller talagang inaanu nila ang mag rply cla sayo kung ilang araw na ang order sayo bago magrply 1star for me nakaka disapointed ganitong store hndi na ako uulit,0
Ang bandidong grupo na Abu Sayyaf group at pulitika sa mga tinitingnan anggulo sa pag-atake sa gobernador.,0
"Kahit hindi lahat galing sa movie, mas nakakatuwa pa ito lalo na't isa sa mga pinakamagandang libro na nabasa ko mula kay L. Frank Baum, magaling siyang writer.",2
"Tinitigan lang ako ng cashier habang nahihirapan akong maghanap ng barya, napaka-supportive talaga ng mga staff ninyo.",0
Ang bomba ay tumitimbang ng limang kilo ay kaagad na ipinadala sa bomb disposal unit ng Camp General Alejo Santos sa Malolos.,0
good recieved my order thank you seller for fast delivery maganda sya kaso wrong color ang narecieved ko thank you shopee at kay kuya ngdeliver,2
"will surely buy again sa shop nato kompleto lahat ng items saka mabilis dumating, nacancel lanh ung isang order ko before kase d na bumalik kinabukasan ung nagdedeliver pero anyways goods lahat^^",2
maganda sya matagal mawala yung lamig nya kaso sabi may free brush wala nman,1
di ko naaprecaite texture niya kc mdli mtanggal sana kung ano ung video clips niyo totoo kaso hindi khit svhin mo p n mura ung items or mahal kaso ung paniniwala ng seller buyer niyo nwawala dahil pagdating ng ptoduct samin ung eniexprctbnmin ei walang wala sa katotohanan dissapoint,0
walang core kaya nayupi ang wall sticker wala din syang individual cover,1
"nice quality perfect gift for my kiddos they like it at perfect sizes as well saktong sakto sa kanila super ganda ng color, assorted cya . . . thank you seller",2
"complete items at maayos yong items thank you shoppee, and thank you also seller.... well order again.... godbless...",2
maganda po. sana magtagal. pang araw lang po talaga sya. dipo pwede sa ulan na malakas. panangga lang sa uv light. thank you. pero maganda po ang quality.,2
Nagtataka ang ilan kung bakit mas maraming boto si Roxas kaysa kay Miriam.,1
850ml yung inorder ko para sa pamangkin nyu tas yung pinadala pariho 2ltr nag chat pa ang aku na double check nyo kuna di man lang cguro binasa,0
not good order ko purrle blue dumating black wala manlang pasabi ung seller na black ang ipapdala niya hindi maganda omorder dito mali ung ibinibigay nila hindi na ako uulit dito,0
"Sa naturang pagdinig ay inihayag ni Bolante na halos ""accounted"" na ang lahat ng pampublikong pondo ng proyekto.",2
okay lang for the price,1
"Ito ang pangako ni Mar Roxas pag mananalo siya. ""Bahala na kayo sa sarili niyo!""",0
Nanindigan naman ang pamahalaan at maging ang Simbahang Katoliko na hindi magbabayad ng ransom kapalit ng kalayaan ng pari.,0
Ayon kay Gan si Armia ay nagsimulang magtrabaho umano sa Taiwan noong 2005 at piniling manatili roon kahit napaso na ang kontrata at nagturo.,1
"tagal ko hinintay , i was so excited pero di ung isa hindi gumagana! please pakichange po or refund na lang",0
May tanong kay Mar Roxas tungkol sa matuwid na Pilipino at hiling na tumahimik.,1
Naglagay umano ang BFAR ng palatandaan kung saan hindi maaaring mangisda ang mga residente sa bayan ng San Fernando.,1
Nabalaka ang mga molupyo sa Talisay nga maapektuhan unya ang ilang panglawas kun dili dayon matagad ang problema.,0
"Mula Enero 1 hanggang Pebrero 27, umabot na umano sa 742 ang kumpirmadong ng kaso ng tigdas sa buong bansa.",0
Sinisi ni Joson ang hindi epektibong kampanya ng pamahalaan at mga babala sa pagdami ng mga kabataan na naninigarilyo.,0
mabango nman sya walang kwenta tlaga mag order sa shop na toh i even instructed the seller na wag syang mag send ng may leak but then again all the bottles has leak non sense na naka bubble wrap pa,0
long lasting and waterproof. kelangan lang hintayin mga 10-15s to make sure na nag set na sya before mo i-smudge test. okay naman,2
[LOCAL NEWS] Escudero to Duterte: ‘Don't use Poe’s case as an excuse to run’ | via SunStar,1
good i used it already kaganda ng kinalabasan sa pinag gamitan ko the parcel was packed properly,2
low quality beige may crack si black may crack na sa kbila tuklap pa yung isa i requested a refund pagka deliver ng ng item jan 7 2022 and then nag reply sila jan 10 nanghihingi ng vid at ng sticker nirefund pero nanghingi pa ng vid na sinisira item,0
Bumagsak sa sahig ang mga folder galing sa estante.,1
Napakaganda ng sound quality ng CD na ito at sang-ayon din ako na isa talaga ito sa pinakamagandang live albums na napakinggan ko.,2
"Huling nakatikim ng medalya ang Pilipinas nang masungkit ni Mansueto ""Onyok"" Velasco ang silver medal sa boxing sa 1996 Atlanta Games.",2
watery oily omggg it s so bangooo swearrr nitry ko sya then it s been 19hrs na pero hanggang ngayon amoy ko padin syaaa ang bango nya talagaaaa buy na kayoo,2
May nagsabi na si Mar Roxas ay isang pretentious na lider at malinaw na ito sa lahat.,1
goods good na good bilis pa dumating thank you mukang matibay naman sana tumagal,2
"daming pangako nila mar at binay, at marami na silang nagawa habang nasa posisyon. Tuloy-tuloy lang.",2
ok ung isa sakto sa size design at color vs sa isa mali ung color design at malaki,1
Maganda ang mga pads na ito lalo na noong nagbiyahe kami ng pusa ko dahil tanggal lahat ng amoy at tinapon ko lang agad pagkatapos.,2
Itinanggi ni De Borja ang bintang ni Sabio at binaliktad ang akusasyon na ang mahistrado umano ang nagparinig at humihingi ng P50 milyon.,0
dlwa yung order ko yung isa sira nagnote naman ako pakicheck before shipping kse panggift sayang lang pagbukas mo plang amoy sunog agad sya syang lang,0
: naisahan ka! Between Binay & Duterte? Dapat ang sagot mo bakit di kasama si Roxas sa pagipilian. Naendorse m…,1
"Matagal na akong fan ng Blue Willow, at nagustuhan ko rin talaga itong bagong libro ni Deborah Smith na nadagdag sa mga paborito ko.",2
Inihayag ng Petron Corp. at Pilipinas Shell na magbabawas sila ng P1 bawat litro sa presyo ng mga produktong petrolyo.,2
"bakit ako hahanap ng kakampi, alam ko namang kaya kita, sumuko na nga yung supporter ni Binay sakin ikaw pa ?...",1
ang cute ng mga sticker sobrang nagustuhan ko din ung water bottle wala nman syang amoy plastic sa loob,2
Ang bagong batch ng mga sobre ay dumating kanina.,1
poor hindi naman ito yung inorder ko. a terrible shop.,0
"Dahil madalas mag-error ang reading ng blood pressure monitor na ito, kailangang ulitin, pero pwede na pang-monitor sa bahay.",1
"Dear Binay, umuulan na naman, alam mo na gagawin mo ha.",0
Ang replacement battery ng aking Kindle ay dumating agad sa oras na inaasahan at saktong-sakto ang ikinabit nang madali saka ayos na gumagana.,2
3/10 nung unang bukas ko super bango nag expect ako na ganon amoy niya kapag inispray na pero nung naamoy ko na siya pagkatapos maspray super tapang ng amoy niya pero oks lang naman sa presyo then 3-5 hours nawawala na amoy niya so nag lolong last naman siya kaya,2
i can t really describe how happy i am rn it arrive this december 31st dapat kase 3 pa sya ng january also what you see is what you get talagaaa super suliittttt don t mind the pics and videos lol,2
when I woke up I was shocked that so many people in FB has already shared the blasted picture.. Binay will have us gutted,0
arrived 4 days after expected delivery date. i have no interest already at nakakawalang gana na bumili ulit dito. no more pirchases to come.,0
Mabilis naman siyang naisugod sa Maria Reyna Hospital kung saan nanatiling kritikal umano ang kanyang kalagayan.,0
order receive maganda sana kaya lang mali ung color black lahat order ko need ko kc sa work pero assorted color dumating,1
May tatlong kandidato; hindi pa tiyak kung sino ang mananalo.,1
"Naunang nagbigay ng sinumpaang salaysay kaugnay sa Dacer-Corvito case si Dumalo noong June 12, 2001 sa Quezon City Assistant Prosecutor Nilo Penaflor.",1
idk it leaked tas di siya amoy cloud mejo amoy lalaki,0
"Maganda pintura ng kwarto, amoy kemikal pa rin hanggang ngayon.",0
Si Pineda ang nakakuha ng ikalawang may pinakamaraming boto nang tumakbong gobernador noong 2007 elections kung saan nanalo si Panlilio.,1
Si Binay ganito ganyan nagawa sa Makati. Bumalik na lang siya sa Makati at dun naman pala siya pinaka productive?,0
good maganda po sya meron lng isang pera so na damage but overall good po ung diaper thank you ma am order ulit ako,1
Sobrang dulas ng sahig sa banyo kaya walang ligtas na pwedeng paliguan para sa mga matatanda.,0
pili na lng kayo ibang seller. at maging mapanuri sa product.. minessage ko si seller na paki double check mabuti yun item na wag wrong spelling ang ipadala sa akin. yes daw kaso eto ang dumating. saan ka ba naman nakakita ng legend na “smoker emoval” nakakatawa. mamemepeke lang di,0
maganda ung sapatos .. kaso mali ung isa at ung size mali din . ang order ko is ung boots at ung unang pic na black&white ... so mali ung isa at ang liit pa ng size ng pure white.. next time bago niyo iship sabihan niyo muna kami lalo,2
"maganda ang quality, hopefully tumagal sya ..",2
great quality free ko lang nakuha to sobrang ganda ng sound then pwede mo din hinaan yung volume and lakasan. safe din nakarating sa akin yung earbuds.,2
Wag na sana ulit magnakaw ang mga Binay. Sana gandahan niyo pa. Pagbutihin niyo pa sa Makati. Maawa kayo.,0
super excellent yung mga items dito .. ang gaganda pa .. i like the quality and super mura pa ..god bless po s inyung lahat ...,2
"""It is a mere scrap of paper,"" pagdiin ni Jala.",0
Sinabi nito na nagpunta sa Hong Kong ang asawa upang mag-shopping.,1
"different from what displayed sobrang nakakadissapoint kase iba yung dumating sobrang layo kaysa sa photo nakalagay,tatlo pa naman yung inorder ko. walang problema naman yung delivery kasi wala damage yung product. seller was not responsible kasi hindi manlang siya nag respond sa concern ko about sa product.",0
"Nakapirma umano sa reklamo ang mga anak ni Dacer na sina Emily Dacer-Hungerford, Sabina Dacer-Reyes, Carina Lim-Dacer, at Amparo Dacer-Henson.",0
Kahit magmakaawa ka pa sa kanila ay wala silang ibibigay na konsiderasyon para sa na-delay na bayad.,0
"May nagsasabi na si Duterte ay parte ng problema, sa kabila ng Change is Coming.",1
maayos yung product diko na napicturan kasi ginagamit na siya ng kuya ko,2
"Napakasipag manalo ni Mar Roxas sa pagkapresidente, handang maglingkod ng tapat.",2
"Ibang klase ang pagiging generous mo, namigay ka ng problema sa buong angkan natin.",0
9 10 maganda sya no damage nakaka dismaya lng si seller di man lng dinoble check bago ipa ship at nag iwan ako ng note na paki double check bago ipa shipp kung tama ung size at color kaso ending maling size pinadala nila size 28 order ko 26 dumating hassel,0
"Habang nagdidilig, naubos ang laman ng hose.",1
Mar Roxas pang second! Galing! Patuloy ang pagmonitor.,2
DOJ chief kay Hayden: Sakit sa pag-iisip mahinang depensa sa &#39;video scandal&#39;,0
"Duterte Marcos o Santiago Marcos! Lahat sila magagaling, manalo man si Binay, patas yan.",2
wrong item po tapos di man nalng magreply si seller ng sinabi kong mali. nagababayad ng tama pero mali binigay di man lang nag inform!! hays!!!,0
"Gumagana yung blender na ito para sa mga prutas, pero kapag naglagay ka na ng malalaking yelo ay minsan hindi niya kayang durugin nang pino.",1
Naku ha! Ang bilis ata maging 2nd ni Mar Roxas,0
"Ipinasa-pasa lang ako ng limang magkakaibang agent niyo, ang saya palang makipag-usap sa buong departamento niyo bago masolusyunan ang problema.",0
"Maganda working relationship namin, may unting gap lang sa ideas.",0
Galing sa Saudi: Sinapit na kalupitan sa amo isiniwalat ng Pinay DH,0
"Dear Mar Roxas, salamat sa iyong mga commercial, nakakatuwa.",2
"Noynoy una pa rin sa Pulse Asia survey; Okey lang &#39;yan, ayon kay Villar",1
ibang color iba na receive kong item layo sa order q,0
9 10 thanks po cute ang ang mabango po siya ok lahat ng dumating isa lang na video han ko kinuha agad nila,2
"Binay stands up on seat so that he can be seen, draws laughter, cheers from audience in Bgy Nine, Balayan",2
Napakadesperate manalo ni Mar Roxas sa pagkapresidente. Atat na atat mangurakot. Psh,0
Inihalintulad naman ni Colmenares sa lason ang basbas ni Arroyo na magdudulot ng kapahamakan sa kandidatong iendorso umano ng pangulo.,0
Wala sang resolusyon ang Provincial Disaster Coordinating Council (PDCC) nga nagarekomenda nga ipaidalom sa state of calamity ang Iloilo.,1
"thanx po ang ganda nya mkha matibay nmn po xa sna tumagal xa,order po ulit nextym",2
May payo na sumuko na ang ilang kandidato dahil hindi pa nila panahon.,1
iba iba lang ang tela may cotton spandex yung iba hindi cotton pero ok na swak sa price yung quality ng item thank you seller godbless your business,1
"Maging si Palawan Rep. Antonio Alvarez, tagapagsalita ng Lakas-Kampi-CMD, na hindi makakaapekto ang pahayag ni De Venecia sa pagsasanib ng dalawang partido.",1
"what you get is what you pay for.. ang sad kasi cheaply manufactured, and it shows basta masaya ka ti suportahan ta ka does not recommend",0
"Pwede na mag-commute araw-araw, nakakadrain lang ng energy.",0
"Pag nanalo si Mar Roxas, magdiwang tayo sa EDSA para sa selebrasyon!",2
Tiniyak naman ni Manzano na kahit kapus ang kanilang pondo sa kampanya ay tatapusin nila ni Teodoro ang halalan.,2
been wanting to have this shoes and finally i have it medyo fit lang talaga para sa mga malalaki ang paa pero kaya naman i would suggest to have the laces change kasi medyo bitin yung sintas all in all it was perfectly delivered at a right time and its,2
Ibang sukat sana ang kinuha ko para kasya.,0
Wa na say food allocation alang sa mga kabanay ug dili na sila mamahimong magpundo ug magpuyo sa center.,0
"thanks for this item, malilinis na ung mga buhok ng alaga ko na pakalat kalat hopefully will last long, well pack din ito.",2
Nahibaw-an nga ang mga commercial rice karon dinhi sa Sugbo miabot na'g kapin sa P40 pesos matag kilo. - Balitang Bisdak,0
"grabe!!!!!!! super ganda!!!!!!! mukhang matibay at mamahalin ang datingan ng sandal na ito, excited na ako gamitin sa lamyerda ko pag di na ecq sa lugar na pupuntahan koadd 1 size kasi ako 37 sukat ko pero buti 38 inorder ko kaya swak na swak!",2
"Gusto ko talaga lahat sa pelikulang ito, kaya nagbigay ako ng 5 stars at irerekomenda ko rin ito sa lahat dahil napakaganda ng movie na ito.",2
Bihira sa mga nasa taas ang bumaba at siguruhing walang nalalamangan sa ibaba.,2
Beautiful book ito na nakatulong sa aking buhay kaya mas masaya at maganda na ito bilang moral guidance at source of inspiration ko sa araw-araw.,2
amazing i really love the smell grabe ang bango at long lasting.i finally found the shop na babalik balikan kooo. will order for my bf this week kasi napaka bango ng perfume nyo. i will buy him versace eros,2
"ok naman mganda,ksu order q clear-green.dumatng clear-purple",2
"Kahit anong paninira nila, sorry po. Hindi magnanakaw si Mar Roxas.",2
nagandahan ako at will order again mabilis k lng na tanggap din hibde nako naka pag video,2
"""At hindi ko kayo nanakawan."" -- Mar Roxas. Magandang ad! Tama siya.",2
"Maganda ang Titanic audio CD na ito, lalo na't ginamit pa namin ito para sa isang creative listening activity noong nasa middle school ako.",2
"What's pretty frustrating is that the votes for Roxas + Poe > Duterte. This is where pride takes you, Poe. Oh well. Tally's not over",0
"""Darker than Binay's skin"" RIP Mar's presidential aspirations?",0
Dahil sa kapabayaan nila ay hindi namin nakuha ang refund na ipinangako noong una.,0
ang ganda nya kala ko maliit lang nung dumating ang laki pala so satisfying matagal magagamit ni baby,2
Nag-research sana ako tungkol sa battery life nito.,0
Nakakalungkot na wala man lang nagbigay ng halaga sa mga opinyon ng mga miyembro kanina.,0
"Mula sa simula hanggang matapos ang kontrata, wala kaming naging isyu tungkol sa pagbabayad nila.",2
"May bagong ad si Binay, pinag-uusapan ang gastos.",1
kung nagmamadali kayo this is not the place you would want to be at sobrang tagal ng service kalahating oras simpleng burger spag lang order not worth it tawagin fast food worst experience i had with jollibee,0
thank you seller ang ganda po saktong sakto sa akin,2
