Feedback_ID,Student_ID,Faculty_ID,Subject_ID,Teaching,Communication,Practical,Notes,Interaction,Overall,Comment,Sentiment,Date
3707,ST0919,F036,SUB015,4,5,4,4,5,5,Great practical sessions.,Positive,2025-06-11
3708,ST0049,F009,SUB008,5,5,4,5,5,4,Concepts explained clearly.,Positive,2025-04-14
3709,ST0452,F020,SUB008,1,1,1,2,2,1,Class was not engaging.,Negative,2025-02-19
3710,ST0461,F009,SUB002,4,5,5,4,5,5,Great practical sessions.,Positive,2025-06-10
3711,ST0316,F005,SUB024,1,2,1,1,2,1,Needs better communication.,Negative,2025-01-22
3712,ST0453,F027,SUB011,5,5,4,5,4,4,Very interactive class.,Positive,2025-05-14
3713,ST0987,F035,SUB028,4,5,4,4,4,4,Very interactive class.,Positive,2025-09-15
3714,ST0634,F011,SUB008,1,2,1,2,1,1,Needs better communication.,Negative,2025-02-09
3715,ST0197,F009,SUB021,3,3,4,3,3,3,Average teaching experience.,Neutral,2025-11-10
3716,ST0371,F004,SUB020,4,4,5,4,5,5,Concepts explained clearly.,Positive,2025-12-07
3717,ST0709,F016,SUB008,5,5,5,4,4,4,Concepts explained clearly.,Positive,2025-10-21
3718,ST0499,F009,SUB028,5,5,4,4,5,4,Excellent teaching and explanation.,Positive,2025-10-30
3719,ST0233,F032,SUB021,4,5,4,4,5,5,Excellent teaching and explanation.,Positive,2025-04-07
3720,ST0798,F012,SUB028,4,5,5,5,5,5,Concepts explained clearly.,Positive,2025-09-27
3721,ST0703,F040,SUB027,3,4,3,3,4,4,Class was okay.,Neutral,2025-12-11
3722,ST0302,F012,SUB018,3,4,4,3,3,3,Satisfactory explanation.,Neutral,2025-01-14
3723,ST0307,F017,SUB016,4,5,4,5,4,5,Concepts explained clearly.,Positive,2025-12-12
3724,ST0825,F037,SUB015,4,5,5,4,5,4,Great practical sessions.,Positive,2025-07-31
3725,ST0312,F039,SUB001,5,5,5,4,5,5,Great practical sessions.,Positive,2025-12-05
3726,ST0323,F014,SUB005,4,5,5,5,4,4,Great practical sessions.,Positive,2025-09-25
3727,ST0073,F029,SUB002,2,2,2,1,2,1,Needs better communication.,Negative,2025-02-26
3728,ST0450,F025,SUB012,5,5,5,4,4,4,Great practical sessions.,Positive,2025-05-31
3729,ST0963,F005,SUB030,4,5,4,5,5,5,Excellent teaching and explanation.,Positive,2025-08-26
3730,ST0688,F038,SUB025,5,4,5,4,4,5,Very interactive class.,Positive,2025-06-07
3731,ST0959,F012,SUB029,4,4,3,3,4,3,Class was okay.,Neutral,2025-05-21
3732,ST0709,F026,SUB023,1,2,2,1,2,2,Needs better communication.,Negative,2025-12-26
3733,ST0204,F038,SUB019,4,4,4,5,5,4,Helpful and supportive faculty.,Positive,2025-12-06
3734,ST0680,F013,SUB022,4,5,4,4,5,5,Helpful and supportive faculty.,Positive,2025-05-25
3735,ST0387,F038,SUB006,1,1,1,1,2,2,Concepts not explained clearly.,Negative,2025-09-14
3736,ST0058,F009,SUB008,4,4,3,4,3,4,Need more examples.,Neutral,2025-03-11
3737,ST0758,F018,SUB017,4,5,5,5,5,5,Great practical sessions.,Positive,2025-06-05
3738,ST0167,F003,SUB002,4,4,3,4,3,4,Average teaching experience.,Neutral,2025-05-04
3739,ST0881,F021,SUB020,2,2,2,1,1,2,Concepts not explained clearly.,Negative,2025-12-09
3740,ST0822,F035,SUB028,5,5,4,4,4,4,Helpful and supportive faculty.,Positive,2025-11-18
3741,ST0239,F016,SUB015,5,5,5,4,4,4,Helpful and supportive faculty.,Positive,2025-01-05
3742,ST0680,F038,SUB002,4,5,5,4,4,4,Very interactive class.,Positive,2025-04-14
3743,ST0628,F029,SUB004,3,4,4,3,4,3,Class was okay.,Neutral,2025-08-03
3744,ST0268,F013,SUB017,4,5,5,5,4,5,Very interactive class.,Positive,2025-11-27
3745,ST0937,F035,SUB005,2,2,1,2,1,1,Needs better communication.,Negative,2025-04-01
3746,ST0869,F036,SUB016,3,3,3,3,3,3,Class was okay.,Neutral,2025-01-13
3747,ST0096,F029,SUB006,1,1,2,1,2,2,Concepts not explained clearly.,Negative,2025-11-02
3748,ST0692,F035,SUB019,3,3,4,4,3,3,Class was okay.,Neutral,2025-05-11
3749,ST0997,F029,SUB019,3,3,3,3,3,3,Need more examples.,Neutral,2025-03-27
3750,ST0636,F023,SUB005,5,5,4,4,5,5,Very interactive class.,Positive,2025-09-13
3751,ST0876,F012,SUB019,5,5,4,5,5,5,Concepts explained clearly.,Positive,2025-01-31
3752,ST0787,F021,SUB026,5,5,5,5,5,4,Great practical sessions.,Positive,2025-12-26
3753,ST0116,F019,SUB024,3,3,4,3,4,3,Satisfactory explanation.,Neutral,2025-03-11
3754,ST0800,F032,SUB017,4,4,3,4,4,3,Can improve interaction.,Neutral,2025-06-01
3755,ST0321,F035,SUB009,3,4,4,4,3,3,Can improve interaction.,Neutral,2025-12-05
3756,ST0891,F008,SUB010,4,3,3,3,3,3,Can improve interaction.,Neutral,2025-05-24
3757,ST0348,F032,SUB004,4,4,5,4,4,5,Excellent teaching and explanation.,Positive,2025-11-29
3758,ST0940,F002,SUB002,5,5,4,5,5,4,Helpful and supportive faculty.,Positive,2025-10-07
3759,ST0915,F013,SUB020,5,5,4,5,4,5,Excellent teaching and explanation.,Positive,2025-08-25
3760,ST0445,F030,SUB025,3,3,4,3,4,4,Need more examples.,Neutral,2025-11-25
3761,ST0202,F025,SUB028,4,4,4,4,4,4,Great practical sessions.,Positive,2025-10-20
3762,ST0380,F014,SUB003,4,5,5,4,5,4,Helpful and supportive faculty.,Positive,2025-02-02
3763,ST0034,F017,SUB012,4,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-10-09
3764,ST0231,F006,SUB013,4,4,3,3,4,4,Can improve interaction.,Neutral,2025-11-27
3765,ST0087,F015,SUB009,2,1,1,1,2,2,Concepts not explained clearly.,Negative,2025-11-02
3766,ST0757,F038,SUB030,4,4,4,4,4,4,Class was okay.,Neutral,2025-10-09
3767,ST0925,F035,SUB011,5,5,5,4,5,5,Concepts explained clearly.,Positive,2025-04-04
3768,ST0154,F038,SUB001,4,4,4,4,3,4,Need more examples.,Neutral,2025-10-14
3769,ST0611,F002,SUB007,4,4,4,3,4,4,Class was okay.,Neutral,2025-09-01
3770,ST0336,F003,SUB024,5,4,4,4,4,4,Excellent teaching and explanation.,Positive,2025-11-11
3771,ST0876,F034,SUB025,5,5,5,4,5,4,Concepts explained clearly.,Positive,2025-12-31
3772,ST0913,F006,SUB005,1,1,1,1,2,2,Concepts not explained clearly.,Negative,2025-08-30
3773,ST0132,F004,SUB001,5,5,4,5,5,5,Helpful and supportive faculty.,Positive,2025-10-08
3774,ST0556,F004,SUB004,1,1,1,1,2,1,Needs improvement in teaching.,Negative,2025-06-11
3775,ST0223,F005,SUB005,4,5,4,4,5,5,Very interactive class.,Positive,2025-02-27
3776,ST0901,F027,SUB008,4,5,4,5,4,5,Great practical sessions.,Positive,2025-04-29
3777,ST0673,F031,SUB015,5,4,5,4,5,5,Excellent teaching and explanation.,Positive,2025-06-18
3778,ST0105,F022,SUB027,4,3,4,4,3,4,Can improve interaction.,Neutral,2025-11-23
3779,ST0700,F027,SUB013,4,5,5,5,5,5,Excellent teaching and explanation.,Positive,2025-04-05
3780,ST0927,F024,SUB005,1,2,2,1,1,1,Needs improvement in teaching.,Negative,2025-01-03
3781,ST0877,F026,SUB020,5,4,5,5,4,5,Concepts explained clearly.,Positive,2025-07-04
3782,ST0333,F005,SUB005,4,3,3,4,3,3,Average teaching experience.,Neutral,2025-11-25
3783,ST0748,F027,SUB005,4,4,4,5,4,4,Concepts explained clearly.,Positive,2025-07-04
3784,ST0130,F011,SUB015,4,4,4,5,5,4,Great practical sessions.,Positive,2025-12-11
3785,ST0779,F003,SUB024,4,4,4,5,4,5,Helpful and supportive faculty.,Positive,2025-02-06
3786,ST0924,F016,SUB017,5,4,5,4,5,4,Concepts explained clearly.,Positive,2025-05-11
3787,ST0535,F017,SUB030,4,3,3,3,4,3,Need more examples.,Neutral,2025-12-23
3788,ST0500,F038,SUB006,4,4,4,4,5,4,Concepts explained clearly.,Positive,2025-12-14
3789,ST0138,F012,SUB013,1,1,2,2,1,1,Class was not engaging.,Negative,2025-11-01
3790,ST0569,F030,SUB004,3,4,4,3,4,3,Can improve interaction.,Neutral,2025-01-28
3791,ST0551,F017,SUB010,5,4,5,4,4,5,Great practical sessions.,Positive,2025-04-19
3792,ST0937,F007,SUB011,1,2,2,2,1,1,Concepts not explained clearly.,Negative,2025-03-22
3793,ST0875,F020,SUB001,5,5,5,5,5,5,Very interactive class.,Positive,2025-06-11
3794,ST0591,F003,SUB013,5,5,5,4,5,5,Excellent teaching and explanation.,Positive,2025-09-29
3795,ST0013,F029,SUB015,5,4,5,4,5,4,Very interactive class.,Positive,2025-03-25
3796,ST0492,F014,SUB027,1,2,2,1,2,2,Concepts not explained clearly.,Negative,2025-05-22
3797,ST0901,F020,SUB026,4,4,4,5,4,4,Great practical sessions.,Positive,2025-05-27
3798,ST0240,F030,SUB024,2,2,2,2,2,1,Class was not engaging.,Negative,2025-07-26
3799,ST0282,F009,SUB002,5,4,4,5,4,5,Very interactive class.,Positive,2025-04-10
3800,ST0114,F021,SUB001,5,5,5,4,5,4,Helpful and supportive faculty.,Positive,2025-07-17
3801,ST0101,F027,SUB015,5,4,4,4,4,4,Very interactive class.,Positive,2025-09-21
3802,ST0413,F038,SUB002,1,2,2,2,1,1,Needs improvement in teaching.,Negative,2025-04-05
3803,ST0934,F008,SUB008,4,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-07-29
3804,ST0750,F036,SUB011,5,4,5,5,4,5,Great practical sessions.,Positive,2025-06-30
3805,ST0610,F017,SUB018,4,4,4,4,5,4,Excellent teaching and explanation.,Positive,2025-02-01
3806,ST0308,F026,SUB018,4,4,5,5,4,4,Concepts explained clearly.,Positive,2025-01-30
3807,ST0768,F016,SUB022,5,4,5,5,4,5,Great practical sessions.,Positive,2025-12-23
3808,ST0944,F022,SUB015,4,5,5,4,4,4,Great practical sessions.,Positive,2025-03-29
3809,ST0462,F039,SUB021,4,5,4,5,4,5,Concepts explained clearly.,Positive,2025-05-20
3810,ST0721,F034,SUB017,2,2,1,1,2,1,Practicals were insufficient.,Negative,2025-04-26
3811,ST0590,F036,SUB030,5,4,5,5,5,5,Great practical sessions.,Positive,2025-08-09
3812,ST0972,F004,SUB011,5,5,5,4,4,5,Very interactive class.,Positive,2025-10-26
3813,ST0023,F030,SUB030,4,4,3,4,4,3,Average teaching experience.,Neutral,2025-02-23
3814,ST0635,F030,SUB015,4,5,4,4,5,4,Very interactive class.,Positive,2025-09-21
3815,ST0994,F033,SUB009,2,2,2,1,2,2,Class was not engaging.,Negative,2025-07-11
3816,ST0787,F039,SUB019,3,4,3,3,4,3,Class was okay.,Neutral,2025-06-12
3817,ST0336,F025,SUB021,5,4,4,5,4,4,Helpful and supportive faculty.,Positive,2025-05-08
3818,ST0753,F036,SUB018,2,1,2,1,1,2,Needs better communication.,Negative,2025-03-01
3819,ST1000,F008,SUB003,4,5,5,5,4,5,Great practical sessions.,Positive,2025-04-19
3820,ST0915,F013,SUB029,1,1,2,2,2,1,Class was not engaging.,Negative,2025-01-17
3821,ST0153,F008,SUB019,4,4,3,4,3,3,Class was okay.,Neutral,2025-11-01
3822,ST0955,F006,SUB010,4,3,3,3,4,3,Need more examples.,Neutral,2025-12-26
3823,ST0329,F037,SUB006,5,5,4,5,4,5,Concepts explained clearly.,Positive,2025-04-15
3824,ST0880,F038,SUB027,5,5,5,4,5,5,Excellent teaching and explanation.,Positive,2025-11-27
3825,ST0691,F010,SUB010,3,3,4,4,3,3,Need more examples.,Neutral,2025-08-28
3826,ST0555,F018,SUB028,5,4,4,5,5,5,Excellent teaching and explanation.,Positive,2025-06-03
3827,ST0475,F007,SUB021,3,3,3,4,4,4,Class was okay.,Neutral,2025-09-11
3828,ST0973,F012,SUB017,4,5,4,4,5,4,Very interactive class.,Positive,2025-01-31
3829,ST0658,F017,SUB008,5,4,5,5,5,5,Great practical sessions.,Positive,2025-10-13
3830,ST0098,F025,SUB010,1,1,1,1,1,2,Needs better communication.,Negative,2025-11-26
3831,ST0309,F022,SUB004,4,4,5,4,5,4,Very interactive class.,Positive,2025-08-31
3832,ST0451,F029,SUB012,1,1,1,2,1,1,Class was not engaging.,Negative,2025-05-18
3833,ST0019,F023,SUB009,3,3,3,3,3,3,Need more examples.,Neutral,2025-10-20
3834,ST0636,F028,SUB018,5,5,4,4,4,5,Excellent teaching and explanation.,Positive,2025-02-05
3835,ST0264,F012,SUB013,3,4,3,3,3,3,Average teaching experience.,Neutral,2025-04-03
3836,ST0243,F016,SUB008,4,4,5,4,4,4,Excellent teaching and explanation.,Positive,2025-09-18
3837,ST0357,F005,SUB008,3,3,4,4,3,4,Average teaching experience.,Neutral,2025-11-19
3838,ST0140,F031,SUB028,5,5,5,5,4,4,Very interactive class.,Positive,2025-07-29
3839,ST0125,F033,SUB019,3,4,4,4,4,3,Need more examples.,Neutral,2025-10-08
3840,ST0611,F008,SUB012,5,4,5,4,5,4,Concepts explained clearly.,Positive,2025-08-01
3841,ST0668,F001,SUB016,1,1,1,1,2,1,Practicals were insufficient.,Negative,2025-11-28
3842,ST0208,F028,SUB001,5,4,5,4,5,5,Excellent teaching and explanation.,Positive,2025-10-25
3843,ST0878,F007,SUB005,4,4,4,4,4,5,Great practical sessions.,Positive,2025-01-07
3844,ST0702,F001,SUB028,1,1,2,1,1,1,Needs improvement in teaching.,Negative,2025-02-22
3845,ST0817,F014,SUB020,4,5,5,5,5,5,Excellent teaching and explanation.,Positive,2025-04-25
3846,ST0428,F013,SUB023,1,1,1,1,1,1,Practicals were insufficient.,Negative,2025-05-23
3847,ST0099,F037,SUB003,4,5,4,4,5,4,Concepts explained clearly.,Positive,2025-02-19
3848,ST0703,F002,SUB019,4,4,5,5,5,5,Concepts explained clearly.,Positive,2025-06-01
3849,ST0234,F039,SUB010,4,5,5,5,4,5,Concepts explained clearly.,Positive,2025-06-24
3850,ST0049,F021,SUB030,4,4,5,5,5,5,Concepts explained clearly.,Positive,2025-11-30
3851,ST0544,F019,SUB004,4,3,3,4,3,3,Class was okay.,Neutral,2025-05-20
3852,ST0747,F001,SUB022,2,2,2,1,1,1,Concepts not explained clearly.,Negative,2025-06-07
3853,ST0195,F030,SUB029,5,5,5,4,5,4,Very interactive class.,Positive,2025-08-25
3854,ST0216,F002,SUB016,4,4,4,5,4,4,Great practical sessions.,Positive,2025-10-14
3855,ST0686,F017,SUB010,5,4,5,4,5,4,Helpful and supportive faculty.,Positive,2025-12-10
3856,ST0239,F027,SUB029,4,3,4,3,4,3,Satisfactory explanation.,Neutral,2025-10-06
3857,ST0282,F003,SUB010,4,5,5,4,5,5,Very interactive class.,Positive,2025-01-15
3858,ST0355,F015,SUB016,4,5,4,5,5,5,Helpful and supportive faculty.,Positive,2025-10-24
3859,ST0635,F019,SUB028,3,3,3,3,4,4,Average teaching experience.,Neutral,2025-01-26
3860,ST0451,F035,SUB030,4,4,4,5,4,5,Very interactive class.,Positive,2025-03-10
3861,ST0849,F030,SUB024,5,5,4,4,5,4,Excellent teaching and explanation.,Positive,2025-01-08
3862,ST0655,F013,SUB029,5,4,5,5,4,4,Concepts explained clearly.,Positive,2025-02-21
3863,ST0554,F026,SUB014,4,4,5,5,4,4,Helpful and supportive faculty.,Positive,2025-12-12
3864,ST0926,F026,SUB003,5,5,5,4,4,4,Very interactive class.,Positive,2025-07-27
3865,ST0634,F029,SUB021,5,5,5,5,5,4,Concepts explained clearly.,Positive,2025-09-30
3866,ST0505,F027,SUB005,3,4,3,4,3,4,Class was okay.,Neutral,2025-03-20
3867,ST0688,F020,SUB012,5,5,5,5,4,5,Excellent teaching and explanation.,Positive,2025-12-31
3868,ST0478,F040,SUB016,2,1,1,2,2,1,Class was not engaging.,Negative,2025-01-16
3869,ST0815,F023,SUB005,4,4,5,4,4,4,Great practical sessions.,Positive,2025-01-19
3870,ST0113,F016,SUB030,5,4,5,4,5,4,Helpful and supportive faculty.,Positive,2025-09-29
3871,ST0241,F005,SUB022,4,5,5,4,5,4,Excellent teaching and explanation.,Positive,2025-02-16
3872,ST0202,F026,SUB016,2,1,1,1,1,2,Practicals were insufficient.,Negative,2025-11-12
3873,ST0174,F010,SUB010,4,4,4,5,5,5,Concepts explained clearly.,Positive,2025-01-06
3874,ST0452,F005,SUB005,5,4,5,4,5,4,Helpful and supportive faculty.,Positive,2025-12-22
3875,ST0225,F013,SUB017,4,4,4,5,5,4,Great practical sessions.,Positive,2025-10-13
3876,ST0581,F024,SUB007,4,5,4,4,4,4,Very interactive class.,Positive,2025-11-22
3877,ST0690,F028,SUB001,4,5,4,4,4,5,Very interactive class.,Positive,2025-09-02
3878,ST0918,F018,SUB019,5,4,4,5,4,5,Great practical sessions.,Positive,2025-01-09
3879,ST0404,F035,SUB017,5,4,4,5,5,4,Very interactive class.,Positive,2025-06-15
3880,ST0991,F040,SUB009,5,5,4,4,4,4,Very interactive class.,Positive,2025-12-29
3881,ST0640,F003,SUB023,4,4,4,5,4,4,Concepts explained clearly.,Positive,2025-09-14
3882,ST0682,F029,SUB004,5,5,5,4,5,5,Concepts explained clearly.,Positive,2025-04-06
3883,ST0442,F033,SUB012,4,4,4,4,3,3,Satisfactory explanation.,Neutral,2025-03-18
3884,ST0195,F015,SUB002,5,5,4,4,4,4,Helpful and supportive faculty.,Positive,2025-04-03
3885,ST0926,F008,SUB027,5,5,4,5,5,5,Helpful and supportive faculty.,Positive,2025-10-31
3886,ST0761,F008,SUB017,3,4,4,4,4,4,Need more examples.,Neutral,2025-11-07
3887,ST0588,F013,SUB022,4,4,5,5,5,4,Helpful and supportive faculty.,Positive,2025-03-16
3888,ST0813,F021,SUB013,3,3,3,4,3,3,Can improve interaction.,Neutral,2025-11-28
3889,ST0550,F040,SUB012,4,3,3,4,3,3,Average teaching experience.,Neutral,2025-10-31
3890,ST0470,F021,SUB014,5,4,5,4,4,5,Helpful and supportive faculty.,Positive,2025-11-13
3891,ST0887,F031,SUB008,5,5,5,4,4,4,Great practical sessions.,Positive,2025-05-13
3892,ST0708,F002,SUB004,1,2,2,1,1,1,Practicals were insufficient.,Negative,2025-10-03
3893,ST0659,F005,SUB017,2,1,1,1,1,1,Practicals were insufficient.,Negative,2025-05-16
3894,ST0617,F013,SUB011,4,4,5,4,5,4,Great practical sessions.,Positive,2025-04-05
3895,ST0445,F006,SUB009,3,4,3,4,4,4,Average teaching experience.,Neutral,2025-08-16
3896,ST0462,F003,SUB017,4,3,3,4,3,3,Satisfactory explanation.,Neutral,2025-10-09
3897,ST0438,F028,SUB009,5,5,5,5,4,4,Excellent teaching and explanation.,Positive,2025-02-08
3898,ST0928,F031,SUB006,4,4,4,5,4,5,Concepts explained clearly.,Positive,2025-12-29
3899,ST0465,F006,SUB007,5,5,4,4,4,5,Helpful and supportive faculty.,Positive,2025-08-02
3900,ST0543,F006,SUB007,4,5,4,5,4,4,Very interactive class.,Positive,2025-03-31
3901,ST0750,F039,SUB004,4,3,3,3,4,4,Class was okay.,Neutral,2025-01-12
3902,ST0343,F030,SUB021,2,1,1,1,1,2,Needs improvement in teaching.,Negative,2025-12-10
3903,ST0112,F019,SUB016,5,5,5,5,4,4,Helpful and supportive faculty.,Positive,2025-11-04
3904,ST0182,F029,SUB007,1,2,1,1,1,2,Concepts not explained clearly.,Negative,2025-04-01
3905,ST0594,F030,SUB008,4,4,4,5,4,4,Very interactive class.,Positive,2025-12-06
3906,ST0261,F024,SUB017,4,4,3,3,4,4,Class was okay.,Neutral,2025-06-18
3907,ST0126,F015,SUB028,1,1,1,2,2,1,Class was not engaging.,Negative,2025-01-16
3908,ST0883,F003,SUB024,5,5,5,4,5,4,Very interactive class.,Positive,2025-11-01
3909,ST0040,F012,SUB018,3,3,4,3,4,3,Can improve interaction.,Neutral,2025-11-05
3910,ST0418,F025,SUB020,5,4,5,5,4,5,Helpful and supportive faculty.,Positive,2025-02-23
3911,ST0305,F026,SUB013,3,4,3,4,3,3,Average teaching experience.,Neutral,2025-02-02
3912,ST0955,F037,SUB013,4,4,5,5,4,4,Helpful and supportive faculty.,Positive,2025-10-07
3913,ST0137,F007,SUB002,4,5,5,4,4,4,Very interactive class.,Positive,2025-08-17
3914,ST0293,F012,SUB022,4,4,4,4,4,4,Concepts explained clearly.,Positive,2025-08-02
3915,ST0003,F039,SUB028,4,4,3,4,3,3,Satisfactory explanation.,Neutral,2025-02-11
3916,ST0718,F023,SUB009,4,5,5,5,4,5,Helpful and supportive faculty.,Positive,2025-05-18
3917,ST0476,F015,SUB029,4,4,5,5,4,5,Helpful and supportive faculty.,Positive,2025-04-20
3918,ST0625,F034,SUB009,4,4,4,4,4,5,Very interactive class.,Positive,2025-01-30
3919,ST0094,F015,SUB013,1,1,1,1,1,1,Concepts not explained clearly.,Negative,2025-08-10
3920,ST0709,F009,SUB025,4,4,4,5,4,4,Helpful and supportive faculty.,Positive,2025-09-17
3921,ST0822,F019,SUB015,5,4,5,5,5,4,Excellent teaching and explanation.,Positive,2025-08-27
3922,ST0112,F026,SUB005,5,4,4,4,4,4,Great practical sessions.,Positive,2025-11-14
3923,ST0916,F024,SUB013,3,4,4,4,4,3,Class was okay.,Neutral,2025-11-24
3924,ST0691,F014,SUB009,5,4,4,4,5,5,Helpful and supportive faculty.,Positive,2025-09-27
3925,ST0177,F007,SUB013,1,2,2,1,1,2,Needs improvement in teaching.,Negative,2025-06-05
3926,ST0857,F031,SUB005,1,1,2,2,2,2,Needs improvement in teaching.,Negative,2025-09-04
3927,ST0306,F029,SUB015,4,5,4,4,5,4,Great practical sessions.,Positive,2025-09-19
3928,ST0239,F026,SUB017,4,5,4,4,4,5,Very interactive class.,Positive,2025-05-16
3929,ST0597,F012,SUB029,1,2,2,2,1,2,Class was not engaging.,Negative,2025-03-13
3930,ST0807,F011,SUB027,3,4,4,3,4,4,Average teaching experience.,Neutral,2025-08-08
3931,ST0207,F032,SUB006,3,4,4,3,3,4,Can improve interaction.,Neutral,2025-05-12
3932,ST0390,F015,SUB025,4,5,5,4,4,5,Concepts explained clearly.,Positive,2025-03-10
3933,ST0429,F002,SUB030,4,4,4,4,3,3,Can improve interaction.,Neutral,2025-06-13
3934,ST0389,F016,SUB012,3,4,4,4,3,3,Can improve interaction.,Neutral,2025-06-15
3935,ST0978,F011,SUB030,4,4,5,4,4,4,Concepts explained clearly.,Positive,2025-12-17
3936,ST0887,F027,SUB005,4,5,4,5,5,4,Concepts explained clearly.,Positive,2025-05-14
3937,ST0430,F022,SUB030,5,4,4,4,4,5,Very interactive class.,Positive,2025-08-21
3938,ST0755,F027,SUB022,4,4,5,5,5,4,Concepts explained clearly.,Positive,2025-04-02
3939,ST0160,F003,SUB019,5,4,4,5,4,5,Helpful and supportive faculty.,Positive,2025-11-07
3940,ST0607,F002,SUB005,4,4,5,5,5,4,Great practical sessions.,Positive,2025-01-31
3941,ST0488,F017,SUB011,4,5,5,4,5,4,Helpful and supportive faculty.,Positive,2025-11-24
3942,ST0850,F020,SUB006,5,4,4,4,5,5,Helpful and supportive faculty.,Positive,2025-02-01
3943,ST0801,F002,SUB021,3,4,4,4,4,4,Can improve interaction.,Neutral,2025-12-18
3944,ST0275,F033,SUB025,4,4,4,4,4,4,Great practical sessions.,Positive,2025-07-20
3945,ST0273,F029,SUB020,4,4,4,5,4,4,Helpful and supportive faculty.,Positive,2025-10-27
3946,ST0709,F038,SUB017,4,4,4,5,5,4,Great practical sessions.,Positive,2025-12-05
3947,ST0446,F028,SUB027,1,1,2,2,2,2,Class was not engaging.,Negative,2025-05-30
3948,ST0452,F024,SUB020,3,3,3,4,4,3,Need more examples.,Neutral,2025-07-24
3949,ST0292,F016,SUB010,2,1,1,2,1,1,Practicals were insufficient.,Negative,2025-10-25
3950,ST0533,F037,SUB013,4,4,5,5,4,4,Helpful and supportive faculty.,Positive,2025-05-23
3951,ST0909,F038,SUB024,5,4,5,5,4,4,Concepts explained clearly.,Positive,2025-01-21
3952,ST0565,F002,SUB003,4,5,4,4,5,5,Helpful and supportive faculty.,Positive,2025-05-06
3953,ST0187,F031,SUB008,5,5,5,4,4,5,Helpful and supportive faculty.,Positive,2025-01-15
3954,ST0354,F037,SUB007,3,3,4,3,4,3,Need more examples.,Neutral,2025-12-08
3955,ST0076,F036,SUB006,4,4,5,4,5,5,Excellent teaching and explanation.,Positive,2025-09-16
3956,ST0807,F023,SUB018,5,4,4,5,5,4,Helpful and supportive faculty.,Positive,2025-08-11
3957,ST0417,F036,SUB002,5,4,5,4,5,4,Concepts explained clearly.,Positive,2025-08-25
3958,ST0313,F039,SUB014,5,5,5,5,4,4,Excellent teaching and explanation.,Positive,2025-08-11
3959,ST0750,F038,SUB030,4,4,4,5,5,5,Excellent teaching and explanation.,Positive,2025-02-02
3960,ST0518,F004,SUB022,1,2,2,2,1,1,Practicals were insufficient.,Negative,2025-05-26
3961,ST0869,F024,SUB024,5,5,4,5,5,5,Excellent teaching and explanation.,Positive,2025-09-23
3962,ST0098,F026,SUB024,3,3,4,3,3,3,Can improve interaction.,Neutral,2025-12-02
3963,ST0573,F034,SUB022,4,4,5,4,5,4,Very interactive class.,Positive,2025-11-02
3964,ST0962,F031,SUB029,1,1,1,2,1,2,Concepts not explained clearly.,Negative,2025-09-17
3965,ST0100,F018,SUB002,4,4,5,4,5,5,Excellent teaching and explanation.,Positive,2025-02-11
3966,ST0786,F039,SUB029,2,1,1,2,1,1,Class was not engaging.,Negative,2025-09-17
3967,ST0096,F029,SUB019,1,1,1,1,1,1,Needs better communication.,Negative,2025-08-23
3968,ST0436,F038,SUB012,2,2,2,1,2,2,Class was not engaging.,Negative,2025-08-23
3969,ST0462,F008,SUB001,5,5,5,5,4,4,Helpful and supportive faculty.,Positive,2025-03-26
3970,ST0890,F012,SUB019,5,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-02-15
3971,ST0100,F012,SUB023,5,4,5,5,5,4,Very interactive class.,Positive,2025-11-04
3972,ST0034,F017,SUB023,2,1,1,1,2,2,Class was not engaging.,Negative,2025-09-17
3973,ST0419,F016,SUB007,4,4,5,5,5,5,Great practical sessions.,Positive,2025-07-02
3974,ST0230,F028,SUB027,3,3,4,4,3,4,Satisfactory explanation.,Neutral,2025-10-03
3975,ST0757,F026,SUB023,1,2,1,2,1,2,Class was not engaging.,Negative,2025-07-13
3976,ST0785,F008,SUB003,5,5,5,5,4,4,Helpful and supportive faculty.,Positive,2025-05-26
3977,ST0617,F017,SUB027,4,4,4,4,5,4,Very interactive class.,Positive,2025-03-23
3978,ST0055,F035,SUB027,4,4,4,3,3,4,Can improve interaction.,Neutral,2025-02-25
3979,ST0723,F032,SUB003,5,4,5,5,4,5,Excellent teaching and explanation.,Positive,2025-05-29
3980,ST0546,F002,SUB019,4,3,3,3,4,3,Class was okay.,Neutral,2025-04-08
3981,ST0957,F027,SUB010,5,4,4,4,5,4,Helpful and supportive faculty.,Positive,2025-08-04
3982,ST0902,F011,SUB006,5,5,5,4,5,5,Excellent teaching and explanation.,Positive,2025-08-31
3983,ST0858,F026,SUB007,3,4,4,4,3,4,Need more examples.,Neutral,2025-07-07
3984,ST0328,F033,SUB030,4,4,5,4,5,4,Excellent teaching and explanation.,Positive,2025-06-22
3985,ST0268,F014,SUB006,5,5,5,4,5,5,Helpful and supportive faculty.,Positive,2025-03-17
3986,ST0040,F013,SUB006,4,4,5,5,4,5,Concepts explained clearly.,Positive,2025-11-01
3987,ST0609,F009,SUB022,1,1,1,2,1,1,Concepts not explained clearly.,Negative,2025-07-08
