id,text,sentiment,relevance,evaluation_type,source
sample_33294,"Nag-effort akong mag-makeup, tapos required pala kaming mag-face mask buong araw.",negative,general,general,tagasenti
sample_33295,"Sinalpak ko yung flash drive ko para sa meeting, na-corrupt yung files.",negative,general,general,tagasenti
sample_33296,"Binasa ko yung libro na highly recommended nila, nakatulog lang ako sa unang chapter.",negative,general,general,tagasenti
sample_33297,"Nakita ko yung crush ko, kaso may kaholding-hands siyang iba.",negative,general,general,tagasenti
sample_33298,"Sabi nila unlimited daw yung data, pero bumagal after isang gigabyte.",negative,general,general,tagasenti
sample_33299,"Nag-book ako ng grab, na-cancel thrice nung mga driver.",negative,general,general,tagasenti
sample_33300,"Nagluto ako ng paborito niyang ulam, nag-diet pala siya ngayon.",negative,general,general,tagasenti
sample_33301,"Nag-ready ako ng speech, pero hindi na ako binigyan ng time magsalita.",negative,general,general,tagasenti
sample_33302,"Binalikan ko yung paborito kong tambayan, ginawa na palang parking lot.",negative,general,general,tagasenti
sample_33303,"Akala ko nahanap ko na yung perpektong bahay na uupahan, may tulo pala ang bubong.",negative,general,general,tagasenti
sample_33304,"Pumili ako ng pinakamagandang pwesto sa sinehan, tapos may malaking tao na umupo sa harap ko.",negative,general,general,tagasenti
sample_33305,"Pumunta ako sa salon para mag-relax, puro tsismis ng mga empleyado ang narinig ko.",negative,general,general,tagasenti
sample_33306,"Naglagay ako ng halaman sa kwarto para fresh, kinabukasan lanta na.",negative,general,general,tagasenti
sample_33307,"Pinanood ko yung tutorial para sa recipe, iba yung kulay ng kinalabasan ko.",negative,general,general,tagasenti
sample_33308,"Inabangan ko yung midnight sale, nag-crash yung buong website.",negative,general,general,tagasenti
sample_33309,"Nagdala ako ng jacket kasi baka lumamig, sobrang init naman maghapon.",negative,general,general,tagasenti
sample_33310,"Binalak kong tapusin lahat ng labahin, nawalan naman ng tubig.",negative,general,general,tagasenti
sample_33311,"Pumunta ako sa museum para sa bagong exhibit, closed for renovation pala.",negative,general,general,tagasenti
sample_33312,"Ang ganda ng kanta sa umpisa, naging maingay na sa bandang huli.",negative,general,general,tagasenti
sample_33313,"Binili ko yung laruan na gusto ng pamangkin ko, umiyak pa rin siya.",negative,general,general,tagasenti
sample_33314,"Akala ko tapos na yung bayarin ko sa loan, may hidden charges pala.",negative,general,general,tagasenti
sample_33315,"Nag-file ako ng early dismissal para makaabot sa flight, na-delay naman ng limang oras yung eroplano.",negative,general,general,tagasenti
sample_33316,"Nagpakapagod akong mag-ayos ng bahay, nag-uwi ng putik ang mga aso.",negative,general,general,tagasenti
sample_33317,"Akala ko nakatipid ako sa biniling sasakyan, mas madami pala akong gagastusin sa pagpapaayos.",negative,general,general,tagasenti
sample_33318,"Pinilit kong mag-diet para pumayat, mas lalo lang akong nanghina.",negative,general,general,tagasenti
sample_33319,"Umiwas ako sa traffic sa highway, mas naipit ako sa looban.",negative,general,general,tagasenti
sample_33320,"Pinunasan ko ang sapatos ko para sa event, kinabukasan nabasa lang ng ulan.",negative,general,general,tagasenti
sample_33321,"Tumakbo ako para makaabot sa tren, sumara yung pinto pagtapak ko sa platform.",negative,general,general,tagasenti
sample_33322,"Nag-volunteer ako para makatulong, ako pa ang pinagbintangang kumuha ng pera.",negative,general,general,tagasenti
sample_33323,"Ginamit ko yung mamahaling sabon sa mukha, nagka-pimples tuloy ako.",negative,general,general,tagasenti
sample_33324,"Nag-aral ako magdamag para sa exam, pero iba yung mga lumabas na tanong.",negative,general,general,tagasenti
sample_33325,"Pinainom ko siya ng gamot para gumaling, nag-allergy buong katawan niya.",negative,general,general,tagasenti
sample_33326,"Tinulungan ko siyang mag-apply ng trabaho, natanggap siya tapos ako hindi.",negative,general,general,tagasenti
sample_33327,"Nagpasa ako ng project nang maaga, nawala lang ng teacher.",negative,general,general,tagasenti
sample_33328,"Nagpadala ako ng pera para sa pamilya, na-scam lang sa remittance center.",negative,general,general,tagasenti
sample_33329,"Sumali ako sa gym para maging fit, na-sprain yung bukong-bukong ko sa unang araw.",negative,general,general,tagasenti
sample_33330,"Iningatan ko nang husto yung baso, nadulas pa rin sa kamay ko habang hinuhugasan.",negative,general,general,tagasenti
sample_33331,"Naghanap ako ng solusyon sa internet, mas naging kumplikado ang problema ng laptop ko.",negative,general,general,tagasenti
sample_33332,"Sinunod ko yung advice ng kaibigan ko, lalo lang kaming nag-away ng partner ko.",negative,general,general,tagasenti
sample_33333,"Bumili ako ng waterproof na relo, pinasok pa rin ng tubig nang mag-swimming ako.",negative,general,general,tagasenti
sample_33334,"Nagpalit ako ng password para secured, hindi ko na tuloy mabuksan ang account ko ngayon.",negative,general,general,tagasenti
sample_33335,"Pinagkatiwalaan ko siya ng lihim ko, kumalat sa buong opisina kinabukasan.",negative,general,general,tagasenti
sample_33336,"Umakyat kami sa puno para kumuha ng bunga, naputol yung sanga at nahulog kami.",negative,general,general,tagasenti
sample_33337,"Inupdate ko yung app ko, nawala lahat ng naka-save kong files.",negative,general,general,tagasenti
sample_33338,"Nagpahaba ako ng kuko para gumanda ang kamay ko, nabali lang agad nung nagbukas ako ng lata.",negative,general,general,tagasenti
sample_33339,"Uminom ako ng kape para hindi antukin, nanginginig lang ako pero antok pa rin.",negative,general,general,tagasenti
sample_33340,"Kumuha ako ng shortcut para mabilis umuwi, naligaw ako ng dalawang oras.",negative,general,general,tagasenti
sample_33341,"Binigyan ko ng tip yung waiter para bumilis ang service, mas tumagal pa lalo ang order namin.",negative,general,general,tagasenti
sample_33342,"Bumili ako ng unan para hindi sumakit ang leeg ko, lalong tumigas yung batok ko paggising.",negative,general,general,tagasenti
sample_33343,"Pinaliguan ko yung aso ko para bumango, nagpagulong-gulong siya agad sa lupa.",negative,general,general,tagasenti
sample_33344,"Sinagot ko nang tama yung quizbee, hindi na-credit kasi lumampas sa timer.",negative,general,general,tagasenti
sample_33345,"Nag-imbak ako ng gulay sa ref para tumagal, natuyo at hindi na makain pagkatapos ng tatlong araw.",negative,general,general,tagasenti
sample_33346,"Kinain ko yung healthy food para sa tiyan ko, inabot pa rin ako ng LBM.",negative,general,general,tagasenti
sample_33347,"Gumamit ako ng pampaputi ng ngipin, nangilo lang ako maghapon.",negative,general,general,tagasenti
sample_33348,"Pinatay ko ang alarm para makatulog ng isa pang minuto, tanghali na ako nagising.",negative,general,general,tagasenti
sample_33349,"Nagsuot ako ng puting damit sa binyag, natalsikan ng mantika sa handaan.",negative,general,general,tagasenti
sample_33350,"Humingi ako ng tulong sa customer service, pinagpasa-pasahan lang nila ang tawag ko.",negative,general,general,tagasenti
sample_33351,"Naging mabait ako sa kanya buong taon, ako pa ang ginawan niya ng issue sa boss namin.",negative,general,general,tagasenti
sample_33352,"Nag-install ako ng anti-virus, lalong bumagal yung computer ko.",negative,general,general,tagasenti
sample_33353,"Pinalitan ko yung ilaw para mas maliwanag, pumutok yung bombilya pag-switch ko.",negative,general,general,tagasenti
sample_33354,"Nagtago ako ng pera sa ilalim ng kama, kinain lang ng anay.",negative,general,general,tagasenti
sample_33355,"Nag-invest ako sa cryptocurrency para kumita, bumagsak ang market pagkatapos ng isang linggo.",negative,general,general,tagasenti
sample_33356,"Inayos ko yung gripo kasi tumutulo, naging fountain kinabukasan.",negative,general,general,tagasenti
sample_33357,"Umiwas ako sa araw para hindi mangitim, na-sunburn pa rin ako dahil sa reflection sa tubig.",negative,general,general,tagasenti
sample_33358,"Bumili ako ng scratch card umaasang manalo, ni piso walang bumalik.",negative,general,general,tagasenti
sample_33359,"Dinala ko yung bata sa park para maging masaya, nadapa siya at nasugatan.",negative,general,general,tagasenti
sample_33360,"Pumunta ako ng maaga sa terminal para makapili ng upuan, last passenger pala na lang ang kailangan kaya umandar na agad pero sa gitna ang pwesto.",negative,general,general,tagasenti
sample_33361,"Kinansela ko yung mga lakad ko para sa kanya, hindi naman siya nagpakita.",negative,general,general,tagasenti
sample_33362,"Bumili ako ng aso para may bantay sa bahay, inubos niyang ngatin yung mga sapatos ko.",negative,general,general,tagasenti
sample_33363,"Pinasok ko yung damit sa dryer para mabilis matuyo, lumiit at hindi ko na masuot.",negative,general,general,tagasenti
sample_33364,"Umorder ako ng salamin na may anti-rad, sumasakit pa rin ang mata ko sa computer.",negative,general,general,tagasenti
sample_33365,"Binili ko yung promo na buy one take one, malapit na pala ma-expire pareho.",negative,general,general,tagasenti
sample_33366,"Naglagay ako ng pataba sa halaman para lumago, namatay kinabukasan.",negative,general,general,tagasenti
sample_33367,"Tumawag ako sa pulis para ireport ang ingay, lalo lang nilakasan nung umalis ang patrol.",negative,general,general,tagasenti
sample_33368,"Nilagyan ko ng case ang cellphone para safe, nabasag pa rin yung screen nung nalaglag.",negative,general,general,tagasenti
sample_33369,"Nagpakulay ako ng buhok para maiba naman, naging mukha akong matanda.",negative,general,general,tagasenti
sample_33370,"Uminom ako ng vitamins para lumakas, sinikmura ako maghapon.",negative,general,general,tagasenti
sample_33371,"Nagbayad ako nang buo sa contractor para mabilis, bigla na lang silang nawala.",negative,general,general,tagasenti
sample_33372,"Sumakay ako sa premium bus para komportable, puro lamok naman sa loob.",negative,general,general,tagasenti
sample_33373,"Nilipat ko yung halaman sa arawan para makakuha ng liwanag, natuyo lang ang mga dahon.",negative,general,general,tagasenti
sample_33374,"Nag-resign ako para lumipat sa mas magandang kumpanya, biglang nag-freeze hiring sila.",negative,general,general,tagasenti
sample_33375,"Bumili ako ng earplugs para makatulog, narinig ko pa rin yung kahol ng aso ng kapitbahay.",negative,general,general,tagasenti
sample_33376,"Nag-diet soda ako para makabawas sa asukal, mas nadagdagan pa ang timbang ko buwang ito.",negative,general,general,tagasenti
sample_33377,"Sabi niya babalik siya ng alas-singko, mag-hahatinggabi na ngayon at nakatitig pa rin ako sa pinto.",negative,general,general,tagasenti
sample_33378,Inubos ko yung buong araw ko kakahintay sa tawag na hindi naman dumating.,negative,general,general,tagasenti
sample_33379,Nakita ko yung pangalan ko sa listahan ng mga tatanggalin ngayong buwan.,negative,general,general,tagasenti
sample_33380,Pinanood ko siyang tahimik na inimpake yung mga gamit niya palabas ng bahay.,negative,general,general,tagasenti
sample_33381,"Nag-check ako ng bank balance ko, nag-iisip pa rin ako kung paano aabot hanggang sa susunod na sweldo.",negative,general,general,tagasenti
sample_33382,Kinuha nila yung mga mesa at upuan ko kahit hindi ko pa tapos kainin ang pagkain ko.,negative,general,general,tagasenti
sample_33383,Tiningnan ko lang yung basag na screen ng phone ko habang tumutunog ang alarm.,negative,general,general,tagasenti
sample_33384,"Tatlong beses kong inulit yung pin code ko sa ATM, lumabas na ang card at ayaw na basahin.",negative,general,general,tagasenti
sample_33385,Naiwan kong bukas yung bintana ng kotse habang bumubuhos ang ulan magdamag.,negative,general,general,tagasenti
sample_33386,"Siningil ako sa ospital, hindi ko alam kung saan ko kukunin ang ganung kalaking halaga.",negative,general,general,tagasenti
sample_33387,"Pumasok siya sa kwarto, iniwas ang tingin sakin, at nagsarado ng pinto.",negative,general,general,tagasenti
sample_33388,"Nung sinabi kong mahal ko siya, ngumiti lang siya at nagpaalam na.",negative,general,general,tagasenti
sample_33389,"Tahimik kaming kumakain, walang may gustong mag-umpisa ng pag-uusap.",negative,general,general,tagasenti
sample_33390,Isang buwan na simula nung huling nag-online yung kaibigan ko.,negative,general,general,tagasenti
sample_33391,Naupo na lang ako sa tabi ng kalsada habang pinagmamasdan yung na-flat na gulong ko.,negative,general,general,tagasenti
sample_33392,Tiningnan ng doktor yung resulta ng tests ko at huminga ng malalim bago magsalita.,negative,general,general,tagasenti
sample_33393,Hawak ko yung paboritong laruan ng aso ko na wala na sa amin ngayon.,negative,general,general,tagasenti
sample_33394,Nakita kong naka-read lang yung mahaba kong message para sa kanya.,negative,general,general,tagasenti
sample_33395,"Binuksan ko yung ref namin, puro tubig na lang ang laman.",negative,general,general,tagasenti
sample_33396,Apat na oras na akong nakatayo sa bus stop at wala na yatang dadaan na byahe.,negative,general,general,tagasenti
sample_33397,"Tinawag nila ang lahat ng pangalan sa graduation list, bukod sa akin.",negative,general,general,tagasenti
sample_33398,Naka-padlock yung pintuan ng inuupahan ko pag-uwi ko galing trabaho.,negative,general,general,tagasenti
sample_33399,Wala ni isa sa mga inimbitahan ko ang dumating para sa handaan.,negative,general,general,tagasenti
sample_33400,Nakatingin na lang ako sa labas ng bintana habang lumalayo ang tren na dapat sasakyan ko.,negative,general,general,tagasenti
sample_33401,"Nung sinubukan kong buksan yung makina, usok lang ang lumabas.",negative,general,general,tagasenti
sample_33402,"Nakapatay lahat ng ilaw sa bahay at naka-lock mula sa loob, pero may narinig akong kumakalabog.",negative,general,general,tagasenti
sample_33403,"May nag-deliver ng mga bulaklak sa opisina, walang pangalan kung kanino galing at para saan.",negative,general,general,tagasenti
sample_33404,Naubos ang kandila namin at hanggang ngayon wala pa ring kuryente.,negative,general,general,tagasenti
sample_33405,Naririnig ko silang nagbubulungan at tumatawa tuwing dadaan ako.,negative,general,general,tagasenti
sample_33406,"Dinukot ko yung wallet ko sa bag para magbayad, pamasahe na lang ang natira.",negative,general,general,tagasenti
sample_33407,Pinagmamasdan ko yung mga lumang litrato namin nung buo pa ang pamilya.,negative,general,general,tagasenti
sample_33408,Dalawang linggo na akong kumakain ng sardinas at kanin araw-araw.,negative,general,general,tagasenti
sample_33409,"Binilang ko ang mga barya sa garapon, hindi pa rin aabot pang-tuition ng anak ko.",negative,general,general,tagasenti
sample_33410,Umiling ang teller pagkatapos i-swipe yung credit card ko sa counter.,negative,general,general,tagasenti
sample_33411,Tinanggal nila yung pangalan ko sa pinto ng opisina.,negative,general,general,tagasenti
sample_33412,"Pagpasok ko sa kwarto, nakita ko yung maleta niya na nakahanda na sa tabi ng kama.",negative,general,general,tagasenti
sample_33413,"Pilit kong tinatawagan ang number niya, pero 'the number you dialed is unassigned' ang naririnig ko.",negative,general,general,tagasenti
sample_33414,Wala akong nakitang sagot sa email ko matapos ang final interview.,negative,general,general,tagasenti
sample_33415,"Kinapa ko yung bulsa ko kung saan nakalagay yung singsing na ibibigay ko sana, wala na roon.",negative,general,general,tagasenti
sample_33416,Nabasa ng tubig ulan yung huling kopya ng thesis ko habang naglalakad ako.,negative,general,general,tagasenti
sample_33417,"Nilunok ko ang hiya ko para mangutang, pero hindi rin ako pinansin.",negative,general,general,tagasenti
sample_33418,Nakatitig lang siya sa kape niya habang kinakausap ko siya tungkol sa kasal namin.,negative,general,general,tagasenti
sample_33419,Nagbasa ako ng dyaryo at nakita ko ang pangalan ng kumpanya namin na magsasara na.,negative,general,general,tagasenti
sample_33420,"Tiningnan ko yung orasan sa pader, apat na oras pa bago magpalit ng shift.",negative,general,general,tagasenti
sample_33421,Tahimik na lumabas ng operating room ang surgeon nang walang sinasabi sa amin.,negative,general,general,tagasenti
sample_33422,"Nagtatawanan silang lahat, pero biglang tumahimik nung umupo ako sa table.",negative,general,general,tagasenti
sample_33423,Napansin kong iba na yung password ng social media account na ginagamit namin dalawa.,negative,general,general,tagasenti
sample_33424,"Hinintay ko yung paborito kong scene sa pelikula, nai-cut pala sa version na ito.",negative,general,general,tagasenti
sample_33425,Pumasok ang manager namin at pinatawag kami isa-isa sa HR department.,negative,general,general,tagasenti
sample_33426,Naririnig ko ang iyak ng bata sa kabilang kwarto kahit mag-isa lang ako sa bahay.,negative,general,general,tagasenti
sample_33427,Unti-unting lumulubog ang araw habang nandito pa rin ako sa gitna ng baha.,negative,general,general,tagasenti
sample_33428,"Binuksan ko ang regalo niya sa akin, nakita ko yung regalong ibinigay ko rin sa kanya last year.",negative,general,general,tagasenti
sample_33429,Tiningnan ko ang mga grado sa report card ko at bumuntong-hininga nang malalim.,negative,general,general,tagasenti
sample_33430,"Hinawakan ko yung noo niya, mas mainit pa kaysa kaninang umaga.",negative,general,general,tagasenti
sample_33431,Nakabalot pa sa plastic yung mga laruang binili ko para sa anak kong nasa ospital.,negative,general,general,tagasenti
sample_33432,Ibinigay na sa ibang ahensya ang project na pinaghirapan ko ng anim na buwan.,negative,general,general,tagasenti
sample_33433,Dinampot ko yung mga natirang piraso ng paborito kong plorera sa sahig.,negative,general,general,tagasenti
sample_33434,Nabasa ko yung pangalan niya sa headline ng dyaryo kaninang umaga.,negative,general,general,tagasenti
sample_33435,Nakita ko yung huling piraso ng tinapay na kinakagat na ng daga.,negative,general,general,tagasenti
sample_33436,"Pagtingin ko sa salamin, napansin ko kung gaano na karami ang puting buhok ko sa kakaisip.",negative,general,general,tagasenti
sample_33437,Super happy ko today kc nakuha ko n ung order ko.,positive,general,general,tagasenti
sample_33438,"Ang ganda tlg ng bagong kanta nila, on repeat sya buong araw.",positive,general,general,tagasenti
sample_33439,Worth it nmn ung pagod nmin sa project.,positive,general,general,tagasenti
sample_33440,Thankful ako ksi nandyan k plagi pra sakin.,positive,general,general,tagasenti
sample_33441,Na-excite ako bigla nung nalaman kong may sale tlg bukas.,positive,general,general,tagasenti
sample_33442,"Ang sarap ng food nila dun, we will definitely go back.",positive,general,general,tagasenti
sample_33443,Sobrang cute ng puppy na binigay m sakin!,positive,general,general,tagasenti
sample_33444,I love the new vibe ng kwarto k ngaun.,positive,general,general,tagasenti
sample_33445,Ang bait nmn ng driver n nakuha nmin knina.,positive,general,general,tagasenti
sample_33446,"Yay, approved n ung leave ko for next week!",positive,general,general,tagasenti
sample_33447,"Dko inexpect na ganun kabilis ung delivery nla, nice job.",positive,general,general,tagasenti
sample_33448,"Ang galing m nmn sumayaw, proud friend here!",positive,general,general,tagasenti
sample_33449,Mabilis nmn ung internet connection kaya mbilis k natapos ung work.,positive,general,general,tagasenti
sample_33450,Super enjoy kmi sa trip nmin khit medyo maulan.,positive,general,general,tagasenti
sample_33451,Bait tlg ni lord kc my bago n kong work.,positive,general,general,tagasenti
sample_33452,"Very nice ung customer service nila, madali kausap.",positive,general,general,tagasenti
sample_33453,Grabe sobrang sarap ng luto n mama ngaun.,positive,general,general,tagasenti
sample_33454,"Im so proud of u, ang ganda ng naging performance m.",positive,general,general,tagasenti
sample_33455,Ang swerte k tlga sa pamilya ko.,positive,general,general,tagasenti
sample_33456,Ang bango nmn ng pabango n binili m.,positive,general,general,tagasenti
sample_33457,I highly recommend this place kc super relaxing sya.,positive,general,general,tagasenti
sample_33458,Solb n solb kmi sa buffet nila kagabi.,positive,general,general,tagasenti
sample_33459,"Ganda ng quality ng damit, di k magsisisi pag bumili k.",positive,general,general,tagasenti
sample_33460,Na-appreciate k tlg ung effort nya pra mapasaya ako.,positive,general,general,tagasenti
sample_33461,Nakakakilig nmn ung scene n un sa movie!,positive,general,general,tagasenti
sample_33462,"The best tlg ung kape nila dito, pampagising ko everyday.",positive,general,general,tagasenti
sample_33463,Wow ang galing nmn ng ginawa mng artwork.,positive,general,general,tagasenti
sample_33464,Perfect tlga ung timing natin kanina.,positive,general,general,tagasenti
sample_33465,"Sobrang bilis ng transaction, hassle-free tlga.",positive,general,general,tagasenti
sample_33466,Nakakatuwa nmn makita n masaya k n ulit.,positive,general,general,tagasenti
sample_33467,"Super legit ng seller n to, 5 stars for me.",positive,general,general,tagasenti
sample_33468,Ang linis ng kwarto at sobrang comfy ng bed nla.,positive,general,general,tagasenti
sample_33469,Very refreshing ng drinks nla perfect for this weather.,positive,general,general,tagasenti
sample_33470,Masaya k tlg kasama ksi ang dmi mng kwento.,positive,general,general,tagasenti
sample_33471,"Dko akalain n mananalo kmi sa laro kanina, it was epic.",positive,general,general,tagasenti
sample_33472,Nabili ko din s wakas ung sapatos na matagal ko ng gusto.,positive,general,general,tagasenti
sample_33473,I feel so blessed ngaun kc ang daming good news.,positive,general,general,tagasenti
sample_33474,So happy na nakasama ko kau ulit guys!,positive,general,general,tagasenti
sample_33475,"Ang ganda ng fit ng damit sakin, parang custom made.",positive,general,general,tagasenti
sample_33476,Sobrang bait ng staff n nag-assist samin kanina.,positive,general,general,tagasenti
sample_33477,"Super hassle ng commute today, ang tagal ko naghintay s LRT.",negative,general,general,tagasenti
sample_33478,Wla nmn tlgang kwenta ung binigay nlang excuse sakin.,negative,general,general,tagasenti
sample_33479,Dko maintindihan bkit ang sungit ng cashier nla.,negative,general,general,tagasenti
sample_33480,"Sayang lng ung pera ko dun sa binili kng phone case, mabilis nasira.",negative,general,general,tagasenti
sample_33481,Nakakainis ksi wlang sumasagot s tawag ko sa hotline nla.,negative,general,general,tagasenti
sample_33482,"Ang panget ng quality ng tela, wag n kaung bumili dto.",negative,general,general,tagasenti
sample_33483,"Nakakabadtrip ung traffic ngaun, late n nmn ako.",negative,general,general,tagasenti
sample_33484,"Super disappointed ako s service nla ngyon, ang bagal tlg.",negative,general,general,tagasenti
sample_33485,"Wla p ring update sa refund k, nakaka-stress na.",negative,general,general,tagasenti
sample_33486,Napaka-unprofessional ng ginawa nla kanina.,negative,general,general,tagasenti
sample_33487,"Ang mahal ng food pero d nmn masarap, hindi worth it.",negative,general,general,tagasenti
sample_33488,Dko gusto ung ugali ng bagong kawork ntin.,negative,general,general,tagasenti
sample_33489,"Wlang lasa ung kape nla, parang tubig lng n my kulay.",negative,general,general,tagasenti
sample_33490,Nakakalungkot nmn n d kmi nakasama s listahan.,negative,general,general,tagasenti
sample_33491,"Grabe ang dumi ng cr nla, dko kinaya.",negative,general,general,tagasenti
sample_33492,"Sobrang boring ng movie, nakatulog tlg ako sa sinehan.",negative,general,general,tagasenti
sample_33493,Hindi k maintindihan ung instructions kc ang gulo tlg.,negative,general,general,tagasenti
sample_33494,Wla kng mapapala kung dyan k mag-iinvest.,negative,general,general,tagasenti
sample_33495,Nakakawalang gana nmn ung reaction nya sa surprise ntin.,negative,general,general,tagasenti
sample_33496,"Terrible experience, I will never order from them again.",negative,general,general,tagasenti
sample_33497,Ang ingay nmn ng mga kapitbahay dko mkpag focus.,negative,general,general,tagasenti
sample_33498,Dko inexpect na ganun kasama ung lasa nung bago nilang menu.,negative,general,general,tagasenti
sample_33499,Nakakahiya ung ginawa nya sa harap ng maraming tao.,negative,general,general,tagasenti
sample_33500,"Sobrang scam ng post nla sa fb, wag kaung maniwala.",negative,general,general,tagasenti
sample_33501,"Wlang kwenta ung binili kong charger, d nmn gumagana.",negative,general,general,tagasenti
sample_33502,I hate it when people don't respect my boundaries tlga.,negative,general,general,tagasenti
sample_33503,"Ang labo nmn kausap ng admin nla, nakakaubos ng pasensya.",negative,general,general,tagasenti
sample_33504,Bad trip nwala k p ung wallet k sa mall kanina.,negative,general,general,tagasenti
sample_33505,"Dko na kaya ung stress sa trabaho na to, I want to quit.",negative,general,general,tagasenti
sample_33506,Ang hirap nmn sagutan ng exam kc wla tlg sa nireview k.,negative,general,general,tagasenti
sample_33507,Dko sure kung worth it ba tlga yung price nung product.,neutral,general,general,tagasenti
sample_33508,Wla nmn akong magawa kya npanood ko n lng ung movie.,neutral,general,general,tagasenti
sample_33509,I think kailangan pa natin i-review ung documents before signing.,neutral,general,general,tagasenti
sample_33510,May meeting kmi mmya tpos uuwi n rin ako agad.,neutral,general,general,tagasenti
sample_33511,Depende nmn cguro yan sa budget n myron tau.,neutral,general,general,tagasenti
sample_33512,Nakita k lng sa tiktok ung recipe kya tinry k lutuin.,neutral,general,general,tagasenti
sample_33513,I will check muna if available p b ung slot.,neutral,general,general,tagasenti
sample_33514,Pwede nmn cgurong bukas n lng ntin gawin ung project.,neutral,general,general,tagasenti
sample_33515,Wla p nmn update from hr kaya waiting lng kmi rito.,neutral,general,general,tagasenti
sample_33516,Just let me know kung kailan k pwede pra makapag set tau ng time.,neutral,general,general,tagasenti
sample_33517,Dko p nababasa ung buong email nya kaya d ako makapag comment.,neutral,general,general,tagasenti
sample_33518,Try m n lng itanong sa guard baka alam nya kung san un.,neutral,general,general,tagasenti
sample_33519,Ok lng nmn sakin khit saan tau kumain mmya.,neutral,general,general,tagasenti
sample_33520,Baka late daw sya makarating kc traffic s edsa ngaun.,neutral,general,general,tagasenti
sample_33521,I need to buy some groceries bago ako umuwi ng bahay.,neutral,general,general,tagasenti
sample_33522,Paki send n lng ung file sa email k pag tpos m na.,neutral,general,general,tagasenti
sample_33523,Tingnan ntin mmya kung d n uulan bago tau umalis.,neutral,general,general,tagasenti
sample_33524,Wla akng idea kung sino ung tinutukoy m knina.,neutral,general,general,tagasenti
sample_33525,Nakuha m n ba ung pinapadala kong parcel sa lbc?,neutral,general,general,tagasenti
sample_33526,We have to finish this by tomorrow kundi mapapagalitan tau.,neutral,general,general,tagasenti
sample_33527,Dko lam kung saan k napatong ung susi k knina.,neutral,general,general,tagasenti
sample_33528,"Nandito n kmi sa labas ng gate nyo, w8 n lng nmin kau.",neutral,general,general,tagasenti
sample_33529,Siguro nga ganun tlg ung nangyari kya wla n sya nasabi.,neutral,general,general,tagasenti
sample_33530,Nakita k n un dati s mall pero dko na matandaan ung store name.,neutral,general,general,tagasenti
sample_33531,Pwede m b ipasa sakin ung notes m sa history class?,neutral,general,general,tagasenti
sample_33532,Magpapa-deliver n lng cguro ako ng dinner mmya.,neutral,general,general,tagasenti
sample_33533,I guess kailangan k n tlga bumili ng bagong shoes.,neutral,general,general,tagasenti
sample_33534,D dumaan ung jeep dyan kya sa kabilang kanto n lng tau mag-abang.,neutral,general,general,tagasenti
sample_33535,Bukas n lng daw nya ibibigay ung bayad nya sa rent.,neutral,general,general,tagasenti
sample_33536,Let's see kung anu magiging result ng meeting bukas.,neutral,general,general,tagasenti
sample_33537,Nakumpleto ko ang requirements para sa passport.,positive,general,general,tagasenti
sample_33538,Nabayaran na nang buo ang utang namin sa bangko.,positive,general,general,tagasenti
sample_33539,Pumasok na ang backpay ko sa bank account.,positive,general,general,tagasenti
sample_33540,Na-clear na ang pangalan ko sa system ng HR.,positive,general,general,tagasenti
sample_33541,Natapos ko ang thesis dalawang linggo bago ang deadline.,positive,general,general,tagasenti
sample_33542,Naayos ng tubero ang sirang tubo sa banyo natin.,positive,general,general,tagasenti
sample_33543,Umaandar na ulit ang aircon pagkatapos linisin ng technician.,positive,general,general,tagasenti
sample_33544,Nakuha ko na ang lisensya ko mula sa LTO.,positive,general,general,tagasenti
sample_33545,Nagpadala na ng confirmation email ang ina-applyan kong kumpanya.,positive,general,general,tagasenti
sample_33546,Nai-release na ang titulo ng lupa namin.,positive,general,general,tagasenti
sample_33547,Nawala na ang tunog ng makina ng kotse matapos palitan ang langis.,positive,general,general,tagasenti
sample_33548,Naihatid na ng courier ang matagal ko nang hinihintay na package.,positive,general,general,tagasenti
sample_33549,Naibalik na sa account ko ang maling kaltas ng telco.,positive,general,general,tagasenti
sample_33550,Natapos din ang paggawa sa kalsada sa tapat ng bahay namin.,positive,general,general,tagasenti
sample_33551,Pumayag na ang landlord na i-renew ang kontrata namin.,positive,general,general,tagasenti
sample_33552,Nakakuha ako ng parking spot malapit sa entrance.,positive,general,general,tagasenti
sample_33553,Nahanap ko ang resibo ng binili kong laptop.,positive,general,general,tagasenti
sample_33554,Lumabas na ang resulta ng blood test at normal ang lahat.,positive,general,general,tagasenti
sample_33555,Nawala ang mahabang pila sa bayaran ng kuryente kaninang umaga.,positive,general,general,tagasenti
sample_33556,Nai-print ko ang lahat ng dokumento bago maubos ang ink.,positive,general,general,tagasenti
sample_33557,Pumasok ang padala ni kuya mula sa abroad.,positive,general,general,tagasenti
sample_33558,Nagsara na ang sugat ko sa binti.,positive,general,general,tagasenti
sample_33559,Nahanap ko ang nawawalang dokumento sa ilalim ng mga lumang folder.,positive,general,general,tagasenti
sample_33560,Na-approve ang visa application ko para sa bakasyon.,positive,general,general,tagasenti
sample_33561,Nakumpirma ang flight booking natin para bukas.,positive,general,general,tagasenti
sample_33562,Na-refund ang binayad ko sa kinanselang event.,positive,general,general,tagasenti
sample_33563,Tinanggal na ang cast sa braso ko kaninang umaga.,positive,general,general,tagasenti
