Feedback_ID,Student_ID,Faculty_ID,Subject_ID,Teaching,Communication,Practical,Notes,Interaction,Overall,Comment,Sentiment,Date
2997,ST0819,F029,SUB016,4,4,3,3,3,3,Need more examples.,Neutral,2025-11-22
2927,ST0242,F033,SUB009,4,3,3,3,4,4,Need more examples.,Neutral,2025-04-22
3246,ST0575,F030,SUB022,4,3,4,4,3,3,Need more examples.,Neutral,2025-04-10
3425,ST0817,F006,SUB012,3,4,3,3,4,3,Need more examples.,Neutral,2025-11-25
2890,ST0826,F033,SUB017,4,3,3,4,4,4,Need more examples.,Neutral,2025-07-09
1638,ST0613,F009,SUB017,4,3,3,4,3,4,Need more examples.,Neutral,2025-10-17
1598,ST0518,F022,SUB021,4,3,4,4,4,3,Need more examples.,Neutral,2025-04-20
2910,ST0296,F027,SUB020,3,4,3,3,3,3,Need more examples.,Neutral,2025-01-18
3049,ST0985,F023,SUB007,3,3,4,4,3,4,Need more examples.,Neutral,2025-10-19
2155,ST0060,F035,SUB012,4,4,4,4,3,3,Need more examples.,Neutral,2025-04-02
2135,ST0743,F032,SUB004,3,4,4,3,4,4,Need more examples.,Neutral,2025-03-12
4370,ST0414,F025,SUB005,3,3,3,3,4,3,Need more examples.,Neutral,2025-08-23
1604,ST0705,F033,SUB021,3,3,4,3,3,3,Need more examples.,Neutral,2025-10-30
4662,ST0797,F024,SUB011,4,4,3,3,4,4,Need more examples.,Neutral,2025-01-15
2886,ST0066,F002,SUB004,4,3,4,3,3,4,Need more examples.,Neutral,2025-11-22
2545,ST0949,F002,SUB020,1,2,1,1,1,2,Needs better communication.,Negative,2025-12-29
3405,ST0098,F021,SUB012,1,1,2,1,1,2,Needs better communication.,Negative,2025-01-30
2238,ST0879,F021,SUB005,2,1,2,1,1,1,Needs better communication.,Negative,2025-11-04
667,ST0523,F025,SUB020,2,1,2,2,2,2,Needs better communication.,Negative,2025-03-14
879,ST0387,F040,SUB005,2,2,1,1,2,1,Needs better communication.,Negative,2025-02-21
675,ST0913,F035,SUB005,2,1,2,1,1,1,Needs better communication.,Negative,2025-12-30
2376,ST0356,F016,SUB026,1,1,1,1,2,2,Needs better communication.,Negative,2025-05-16
423,ST0045,F019,SUB018,1,1,1,2,2,2,Needs better communication.,Negative,2025-05-20
961,ST0055,F034,SUB027,1,2,2,1,1,2,Needs better communication.,Negative,2025-02-05
2409,ST0995,F020,SUB008,2,2,2,1,2,2,Needs better communication.,Negative,2025-08-30
1962,ST0035,F031,SUB007,1,1,1,1,2,2,Needs better communication.,Negative,2025-06-03
2225,ST0768,F005,SUB030,1,1,1,2,2,2,Needs better communication.,Negative,2025-09-23
3235,ST0561,F023,SUB015,1,1,1,2,1,2,Needs better communication.,Negative,2025-09-04
546,ST0442,F037,SUB006,1,1,2,1,2,1,Needs better communication.,Negative,2025-03-27
4597,ST0148,F020,SUB004,1,2,1,1,1,2,Needs better communication.,Negative,2025-05-16
4602,ST0546,F031,SUB021,1,2,2,1,2,2,Needs better communication.,Negative,2025-12-31
4836,ST0616,F040,SUB020,2,1,1,1,2,2,Needs better communication.,Negative,2025-04-07
1008,ST0023,F014,SUB013,2,2,1,1,1,1,Needs better communication.,Negative,2025-12-10
701,ST0754,F037,SUB007,2,1,1,1,2,2,Needs better communication.,Negative,2025-02-02
2552,ST0470,F029,SUB014,1,2,1,2,2,1,Needs better communication.,Negative,2025-12-31
722,ST0053,F027,SUB024,1,1,1,1,2,2,Needs better communication.,Negative,2025-08-09
554,ST0047,F001,SUB020,1,2,2,2,2,1,Needs better communication.,Negative,2025-02-19
1905,ST0015,F029,SUB011,2,1,1,1,2,1,Needs better communication.,Negative,2025-11-10
3830,ST0098,F025,SUB010,1,1,1,1,1,2,Needs better communication.,Negative,2025-11-26
393,ST0713,F028,SUB018,1,1,2,1,2,2,Needs better communication.,Negative,2025-03-05
4841,ST0813,F014,SUB020,2,2,2,1,1,1,Needs better communication.,Negative,2025-09-02
3168,ST0036,F022,SUB015,2,2,1,1,2,2,Needs better communication.,Negative,2025-07-13
4828,ST0201,F023,SUB030,1,2,2,1,2,2,Needs better communication.,Negative,2025-07-20
4341,ST1000,F033,SUB015,1,2,1,2,1,1,Needs better communication.,Negative,2025-12-10
4536,ST0155,F005,SUB024,2,1,1,2,2,1,Needs better communication.,Negative,2025-11-24
3391,ST0493,F024,SUB024,1,1,1,2,2,2,Needs better communication.,Negative,2025-12-21
438,ST0649,F002,SUB001,2,2,1,1,1,2,Needs better communication.,Negative,2025-04-21
943,ST0157,F002,SUB013,2,2,1,2,2,2,Needs better communication.,Negative,2025-03-02
794,ST0495,F004,SUB015,1,2,2,1,1,1,Needs better communication.,Negative,2025-10-13
4152,ST0102,F037,SUB009,1,1,1,2,1,1,Needs better communication.,Negative,2025-03-25
4789,ST0318,F001,SUB006,1,1,1,2,1,2,Needs better communication.,Negative,2025-01-26
3362,ST0713,F022,SUB002,1,1,1,1,1,2,Needs better communication.,Negative,2025-09-26
892,ST0025,F012,SUB006,1,2,2,1,2,2,Needs better communication.,Negative,2025-05-17
3818,ST0753,F036,SUB018,2,1,2,1,1,2,Needs better communication.,Negative,2025-03-01
4881,ST0118,F025,SUB020,2,2,2,2,1,1,Needs better communication.,Negative,2025-09-17
3249,ST0557,F021,SUB006,1,1,2,1,1,2,Needs better communication.,Negative,2025-02-12
2172,ST0240,F008,SUB009,2,1,2,2,2,2,Needs better communication.,Negative,2025-09-27
3967,ST0096,F029,SUB019,1,1,1,1,1,1,Needs better communication.,Negative,2025-08-23
4526,ST0129,F023,SUB020,2,1,1,2,2,1,Needs better communication.,Negative,2025-08-01
2357,ST0546,F025,SUB015,1,2,2,1,1,1,Needs better communication.,Negative,2025-05-28
2443,ST0670,F013,SUB004,2,2,1,2,1,1,Needs better communication.,Negative,2025-02-08
2362,ST0942,F036,SUB014,2,1,2,2,2,2,Needs better communication.,Negative,2025-02-20
2358,ST0184,F035,SUB003,2,1,1,1,1,2,Needs better communication.,Negative,2025-04-17
4191,ST0405,F012,SUB020,1,2,1,2,2,1,Needs better communication.,Negative,2025-02-21
525,ST0404,F022,SUB008,1,1,1,2,2,2,Needs better communication.,Negative,2025-11-15
3240,ST0694,F023,SUB022,2,2,2,2,2,1,Needs better communication.,Negative,2025-09-01
2456,ST0862,F029,SUB002,1,1,2,1,2,1,Needs better communication.,Negative,2025-09-23
4308,ST0985,F019,SUB029,2,2,1,2,1,1,Needs better communication.,Negative,2025-06-13
810,ST0745,F031,SUB016,1,1,1,1,2,2,Needs better communication.,Negative,2025-11-16
1977,ST0425,F028,SUB013,1,1,1,1,2,2,Needs better communication.,Negative,2025-02-03
748,ST0656,F032,SUB001,1,2,2,2,2,2,Needs better communication.,Negative,2025-06-13
3350,ST0698,F039,SUB015,2,2,1,2,2,2,Needs better communication.,Negative,2025-03-21
641,ST0147,F011,SUB017,2,2,1,2,2,2,Needs better communication.,Negative,2025-06-04
3187,ST0113,F036,SUB015,2,2,1,1,2,2,Needs better communication.,Negative,2025-01-02
639,ST0027,F003,SUB021,2,2,2,2,1,1,Needs better communication.,Negative,2025-01-06
848,ST0095,F020,SUB004,1,1,1,1,2,2,Needs better communication.,Negative,2025-10-16
2022,ST0246,F020,SUB025,2,1,1,2,2,1,Needs better communication.,Negative,2025-12-22
916,ST0611,F015,SUB012,1,2,2,2,2,2,Needs better communication.,Negative,2025-06-14
4336,ST0139,F010,SUB030,2,1,1,1,1,1,Needs better communication.,Negative,2025-04-22
626,ST0439,F017,SUB020,2,2,1,2,1,1,Needs better communication.,Negative,2025-07-28
4819,ST0737,F023,SUB023,2,2,1,1,2,1,Needs better communication.,Negative,2025-05-18
2404,ST0703,F038,SUB009,1,1,1,1,1,1,Needs better communication.,Negative,2025-04-25
780,ST0375,F004,SUB022,2,2,1,1,2,1,Needs better communication.,Negative,2025-03-05
2331,ST0742,F022,SUB012,2,2,2,2,1,1,Needs better communication.,Negative,2025-09-14
2182,ST0879,F009,SUB001,1,1,2,2,1,2,Needs better communication.,Negative,2025-10-11
3161,ST0033,F034,SUB026,2,1,1,2,1,2,Needs better communication.,Negative,2025-01-16
94,ST0670,F021,SUB022,1,2,2,2,1,1,Needs better communication.,Negative,2025-12-01
4652,ST0936,F005,SUB021,1,1,1,2,1,1,Needs better communication.,Negative,2025-08-06
1642,ST0281,F023,SUB005,2,2,2,2,2,1,Needs better communication.,Negative,2025-10-04
1654,ST0826,F005,SUB015,1,1,1,1,2,2,Needs better communication.,Negative,2025-10-09
4651,ST0372,F040,SUB015,2,1,2,2,1,2,Needs better communication.,Negative,2025-06-17
2885,ST0567,F029,SUB011,1,1,2,1,1,2,Needs better communication.,Negative,2025-09-11
2880,ST0974,F035,SUB006,1,2,1,1,1,1,Needs better communication.,Negative,2025-07-10
1676,ST0638,F026,SUB017,2,1,2,2,1,1,Needs better communication.,Negative,2025-05-23
1690,ST0233,F005,SUB026,1,2,1,1,2,2,Needs better communication.,Negative,2025-06-27
4080,ST0775,F032,SUB012,1,1,1,2,1,1,Needs better communication.,Negative,2025-05-22
4109,ST0043,F017,SUB027,2,2,2,2,2,1,Needs better communication.,Negative,2025-02-21
3657,ST0283,F001,SUB010,1,1,1,2,1,1,Needs better communication.,Negative,2025-06-04
4253,ST0960,F038,SUB023,2,1,1,2,2,2,Needs better communication.,Negative,2025-08-25
1282,ST0453,F014,SUB001,1,1,2,1,2,1,Needs better communication.,Negative,2025-08-21
3663,ST0526,F026,SUB025,2,2,2,2,1,1,Needs better communication.,Negative,2025-07-16
2810,ST0228,F012,SUB012,1,1,2,2,2,1,Needs better communication.,Negative,2025-01-12
1260,ST0305,F036,SUB025,2,2,1,2,1,1,Needs better communication.,Negative,2025-04-01
3493,ST0644,F038,SUB025,1,2,1,2,1,2,Needs better communication.,Negative,2025-03-31
4949,ST0381,F030,SUB025,1,2,1,1,2,2,Needs better communication.,Negative,2025-02-04
1750,ST0106,F010,SUB030,2,2,2,2,1,2,Needs better communication.,Negative,2025-10-17
1758,ST0416,F009,SUB023,2,1,1,1,2,2,Needs better communication.,Negative,2025-09-28
4444,ST0635,F031,SUB022,1,2,1,1,2,1,Needs better communication.,Negative,2025-02-25
3163,ST0211,F025,SUB022,2,2,2,1,2,2,Needs better communication.,Negative,2025-07-19
3115,ST0874,F003,SUB023,1,1,2,1,1,2,Needs better communication.,Negative,2025-08-26
2925,ST0312,F035,SUB011,1,2,2,2,2,1,Needs better communication.,Negative,2025-10-18
2935,ST0452,F019,SUB001,1,2,2,1,1,1,Needs better communication.,Negative,2025-01-14
1502,ST0025,F037,SUB011,2,2,1,2,2,2,Needs better communication.,Negative,2025-09-04
1494,ST0004,F035,SUB017,2,2,1,2,2,2,Needs better communication.,Negative,2025-12-29
2999,ST0743,F036,SUB005,2,2,1,2,2,1,Needs better communication.,Negative,2025-07-06
2992,ST0349,F014,SUB011,1,1,2,1,2,1,Needs better communication.,Negative,2025-03-04
1471,ST0878,F035,SUB029,1,2,1,1,2,1,Needs better communication.,Negative,2025-03-31
37,ST0016,F032,SUB001,2,1,2,1,2,1,Needs better communication.,Negative,2025-04-19
3585,ST0727,F035,SUB003,1,2,1,1,1,2,Needs better communication.,Negative,2025-11-26
4988,ST0061,F032,SUB006,2,2,1,2,1,1,Needs better communication.,Negative,2025-04-20
1548,ST0719,F033,SUB004,1,2,2,2,1,1,Needs better communication.,Negative,2025-02-28
1558,ST0183,F014,SUB011,1,1,1,1,2,2,Needs better communication.,Negative,2025-04-14
2926,ST0415,F011,SUB009,1,2,2,1,1,1,Needs better communication.,Negative,2025-10-31
3015,ST0155,F017,SUB004,2,1,2,2,2,1,Needs better communication.,Negative,2025-11-24
4691,ST0832,F040,SUB009,2,2,2,2,1,1,Needs better communication.,Negative,2025-11-03
4162,ST0835,F021,SUB009,2,1,2,1,1,2,Needs better communication.,Negative,2025-01-14
4124,ST0167,F036,SUB006,1,1,1,1,1,1,Needs better communication.,Negative,2025-06-08
66,ST0193,F013,SUB015,2,1,1,2,1,1,Needs better communication.,Negative,2025-12-18
2945,ST0265,F026,SUB015,1,1,1,2,2,1,Needs better communication.,Negative,2025-03-30
4119,ST0945,F020,SUB023,1,2,1,1,2,2,Needs better communication.,Negative,2025-08-25
3613,ST0841,F035,SUB016,1,1,2,1,2,1,Needs better communication.,Negative,2025-07-18
1585,ST0354,F020,SUB011,1,1,1,1,2,2,Needs better communication.,Negative,2025-02-21
1367,ST0496,F036,SUB001,2,1,2,1,1,1,Needs better communication.,Negative,2025-09-06
2939,ST0546,F032,SUB026,1,1,1,2,2,2,Needs better communication.,Negative,2025-03-16
1424,ST0060,F025,SUB017,2,2,2,1,2,1,Needs better communication.,Negative,2025-12-02
1201,ST0413,F004,SUB008,1,1,2,1,2,2,Needs better communication.,Negative,2025-10-11
1866,ST0081,F028,SUB024,1,1,1,1,1,2,Needs better communication.,Negative,2025-03-22
3445,ST0957,F020,SUB011,2,1,2,1,1,2,Needs better communication.,Negative,2025-05-24
2576,ST0383,F023,SUB019,2,1,1,1,1,2,Needs better communication.,Negative,2025-02-09
3439,ST0153,F026,SUB024,1,1,2,2,1,1,Needs better communication.,Negative,2025-09-08
3714,ST0634,F011,SUB008,1,2,1,2,1,1,Needs better communication.,Negative,2025-02-09
2560,ST0511,F021,SUB006,2,2,2,2,1,1,Needs better communication.,Negative,2025-06-22
3732,ST0709,F026,SUB023,1,2,2,1,2,2,Needs better communication.,Negative,2025-12-26
3138,ST0587,F037,SUB008,2,2,1,1,2,2,Needs better communication.,Negative,2025-09-20
4355,ST0182,F003,SUB029,2,2,1,1,1,2,Needs better communication.,Negative,2025-08-08
2609,ST0746,F025,SUB011,2,1,1,1,1,2,Needs better communication.,Negative,2025-05-14
3711,ST0316,F005,SUB024,1,2,1,1,2,1,Needs better communication.,Negative,2025-01-22
308,ST0025,F038,SUB001,2,2,1,1,1,2,Needs better communication.,Negative,2025-11-16
1043,ST0185,F030,SUB003,2,1,2,1,1,1,Needs better communication.,Negative,2025-09-17
1042,ST0878,F001,SUB022,1,1,1,1,2,1,Needs better communication.,Negative,2025-06-30
4609,ST0713,F018,SUB017,2,2,1,1,2,2,Needs better communication.,Negative,2025-10-15
3133,ST0307,F028,SUB007,1,2,2,1,2,2,Needs better communication.,Negative,2025-10-23
4352,ST0130,F011,SUB001,1,1,2,1,1,1,Needs better communication.,Negative,2025-08-14
3140,ST0913,F005,SUB014,1,1,1,1,1,1,Needs better communication.,Negative,2025-02-18
3447,ST0074,F030,SUB012,1,2,1,1,1,2,Needs better communication.,Negative,2025-01-20
4468,ST0180,F005,SUB005,1,1,2,2,2,1,Needs better communication.,Negative,2025-03-08
4747,ST0025,F012,SUB024,1,2,2,1,1,1,Needs better communication.,Negative,2025-08-17
1861,ST0387,F019,SUB008,2,1,1,2,2,2,Needs better communication.,Negative,2025-02-12
4764,ST0637,F005,SUB022,1,1,1,1,1,2,Needs better communication.,Negative,2025-10-17
1158,ST0874,F004,SUB022,1,2,1,2,2,2,Needs better communication.,Negative,2025-09-13
4469,ST0797,F004,SUB006,1,1,1,2,1,2,Needs better communication.,Negative,2025-08-01
3465,ST0164,F005,SUB017,2,1,1,2,1,2,Needs better communication.,Negative,2025-09-30
3727,ST0073,F029,SUB002,2,2,2,1,2,1,Needs better communication.,Negative,2025-02-26
4733,ST0560,F003,SUB010,2,1,1,2,1,1,Needs better communication.,Negative,2025-04-06
4478,ST0581,F010,SUB028,1,2,1,2,2,1,Needs better communication.,Negative,2025-10-29
3745,ST0937,F035,SUB005,2,2,1,2,1,1,Needs better communication.,Negative,2025-04-01
3464,ST0395,F016,SUB025,1,1,2,2,1,2,Needs better communication.,Negative,2025-12-04
4385,ST0711,F005,SUB016,1,2,2,1,1,1,Needs improvement in teaching.,Negative,2025-06-22
3259,ST0203,F015,SUB018,1,1,2,1,2,1,Needs improvement in teaching.,Negative,2025-08-02
3019,ST0888,F010,SUB012,2,1,2,2,1,2,Needs improvement in teaching.,Negative,2025-12-30
3925,ST0177,F007,SUB013,1,2,2,1,1,2,Needs improvement in teaching.,Negative,2025-06-05
2973,ST0638,F017,SUB026,2,2,1,1,2,1,Needs improvement in teaching.,Negative,2025-12-29
2330,ST0581,F009,SUB010,1,2,1,1,2,1,Needs improvement in teaching.,Negative,2025-07-02
2967,ST0350,F014,SUB020,1,2,1,2,2,2,Needs improvement in teaching.,Negative,2025-02-27
2663,ST0830,F033,SUB008,1,2,1,1,2,1,Needs improvement in teaching.,Negative,2025-09-06
709,ST0560,F008,SUB026,1,1,2,2,2,2,Needs improvement in teaching.,Negative,2025-12-22
707,ST0837,F008,SUB014,2,1,1,2,2,2,Needs improvement in teaching.,Negative,2025-01-19
3902,ST0343,F030,SUB021,2,1,1,1,1,2,Needs improvement in teaching.,Negative,2025-12-10
379,ST0591,F026,SUB024,2,1,1,2,1,1,Needs improvement in teaching.,Negative,2025-12-20
3160,ST0281,F007,SUB016,1,1,2,1,2,1,Needs improvement in teaching.,Negative,2025-04-25
4379,ST0038,F031,SUB025,2,1,1,1,1,1,Needs improvement in teaching.,Negative,2025-05-23
24,ST0536,F030,SUB011,2,1,1,2,2,1,Needs improvement in teaching.,Negative,2025-10-08
2321,ST0363,F007,SUB016,1,1,2,2,1,1,Needs improvement in teaching.,Negative,2025-07-04
2983,ST0628,F038,SUB011,1,2,2,1,2,2,Needs improvement in teaching.,Negative,2025-01-02
2313,ST0231,F038,SUB015,2,2,1,1,2,1,Needs improvement in teaching.,Negative,2025-03-24
2979,ST0330,F010,SUB025,1,2,1,1,1,2,Needs improvement in teaching.,Negative,2025-09-07
371,ST0797,F039,SUB019,2,2,1,1,2,1,Needs improvement in teaching.,Negative,2025-04-16
3926,ST0857,F031,SUB005,1,1,2,2,2,2,Needs improvement in teaching.,Negative,2025-09-04
2575,ST0928,F020,SUB014,1,1,1,2,1,2,Needs improvement in teaching.,Negative,2025-10-20
663,ST0540,F017,SUB028,2,1,1,1,1,2,Needs improvement in teaching.,Negative,2025-08-17
36,ST0375,F030,SUB002,2,1,2,1,1,1,Needs improvement in teaching.,Negative,2025-04-09
53,ST0725,F008,SUB005,1,1,2,1,1,2,Needs improvement in teaching.,Negative,2025-06-01
352,ST0326,F025,SUB007,1,1,2,1,2,2,Needs improvement in teaching.,Negative,2025-08-13
2349,ST0509,F008,SUB020,2,2,2,1,1,1,Needs improvement in teaching.,Negative,2025-07-06
4924,ST0724,F023,SUB021,2,2,2,2,1,1,Needs improvement in teaching.,Negative,2025-12-05
153,ST0525,F028,SUB020,2,1,1,2,1,2,Needs improvement in teaching.,Negative,2025-07-07
4493,ST0316,F003,SUB004,1,2,1,2,2,1,Needs improvement in teaching.,Negative,2025-10-02
2424,ST0074,F014,SUB019,1,2,2,2,2,2,Needs improvement in teaching.,Negative,2025-02-19
3216,ST0196,F018,SUB021,1,2,2,1,1,1,Needs improvement in teaching.,Negative,2025-01-12
2437,ST0639,F033,SUB017,1,2,2,1,2,1,Needs improvement in teaching.,Negative,2025-04-15
135,ST0476,F028,SUB023,1,1,2,2,1,1,Needs improvement in teaching.,Negative,2025-08-27
3200,ST0991,F024,SUB026,1,1,1,2,2,1,Needs improvement in teaching.,Negative,2025-12-24
4929,ST0909,F031,SUB014,2,2,1,2,1,1,Needs improvement in teaching.,Negative,2025-05-23
453,ST0429,F016,SUB021,1,1,1,1,1,1,Needs improvement in teaching.,Negative,2025-06-02
203,ST0171,F011,SUB020,2,1,1,2,2,1,Needs improvement in teaching.,Negative,2025-07-18
4432,ST0933,F023,SUB014,2,1,1,1,1,2,Needs improvement in teaching.,Negative,2025-02-10
4440,ST0993,F020,SUB010,2,1,1,2,1,2,Needs improvement in teaching.,Negative,2025-07-26
4192,ST0218,F015,SUB001,1,2,1,1,2,2,Needs improvement in teaching.,Negative,2025-09-16
3080,ST0230,F015,SUB011,2,1,2,1,1,1,Needs improvement in teaching.,Negative,2025-01-10
2407,ST0683,F023,SUB014,1,1,2,1,1,2,Needs improvement in teaching.,Negative,2025-09-29
2872,ST0182,F036,SUB022,1,2,2,1,2,2,Needs improvement in teaching.,Negative,2025-09-18
2403,ST0834,F003,SUB029,2,2,2,2,2,1,Needs improvement in teaching.,Negative,2025-03-08
605,ST0270,F001,SUB010,1,1,1,2,2,1,Needs improvement in teaching.,Negative,2025-04-29
75,ST0130,F015,SUB017,1,1,1,2,2,1,Needs improvement in teaching.,Negative,2025-02-28
4898,ST0987,F031,SUB009,1,1,1,2,1,1,Needs improvement in teaching.,Negative,2025-04-22
498,ST0468,F025,SUB021,2,2,1,1,1,1,Needs improvement in teaching.,Negative,2025-03-18
2519,ST0765,F003,SUB020,1,1,1,2,1,2,Needs improvement in teaching.,Negative,2025-03-01
4394,ST0134,F029,SUB020,1,2,2,2,1,2,Needs improvement in teaching.,Negative,2025-11-01
2611,ST0179,F019,SUB014,1,1,2,1,1,1,Needs improvement in teaching.,Negative,2025-03-15
2618,ST0936,F003,SUB014,2,2,1,1,2,1,Needs improvement in teaching.,Negative,2025-10-20
2373,ST0026,F022,SUB020,2,2,2,1,1,2,Needs improvement in teaching.,Negative,2025-05-17
2381,ST0471,F007,SUB029,2,2,2,1,1,1,Needs improvement in teaching.,Negative,2025-08-13
3050,ST0196,F023,SUB025,1,1,1,1,1,1,Needs improvement in teaching.,Negative,2025-09-27
435,ST0469,F033,SUB024,2,2,1,2,1,1,Needs improvement in teaching.,Negative,2025-01-14
4188,ST0920,F002,SUB018,2,1,1,2,2,1,Needs improvement in teaching.,Negative,2025-02-23
323,ST0950,F013,SUB030,2,2,1,2,1,1,Needs improvement in teaching.,Negative,2025-08-05
3229,ST0477,F017,SUB018,1,1,2,2,2,1,Needs improvement in teaching.,Negative,2025-10-23
2963,ST0872,F003,SUB009,2,2,1,1,1,2,Needs improvement in teaching.,Negative,2025-09-08
2822,ST0144,F018,SUB020,2,1,1,1,1,2,Needs improvement in teaching.,Negative,2025-05-02
1509,ST0724,F021,SUB026,2,2,2,2,1,1,Needs improvement in teaching.,Negative,2025-05-14
4613,ST0261,F032,SUB024,2,1,1,1,2,1,Needs improvement in teaching.,Negative,2025-07-14
3640,ST0034,F010,SUB016,1,2,2,2,1,1,Needs improvement in teaching.,Negative,2025-03-03
4612,ST0685,F032,SUB003,1,1,2,2,2,1,Needs improvement in teaching.,Negative,2025-02-08
4721,ST0404,F038,SUB001,2,1,1,1,1,1,Needs improvement in teaching.,Negative,2025-01-02
867,ST0473,F001,SUB012,1,2,2,2,2,1,Needs improvement in teaching.,Negative,2025-04-04
860,ST0236,F031,SUB019,2,2,2,1,1,1,Needs improvement in teaching.,Negative,2025-11-24
4316,ST0424,F012,SUB030,2,1,2,2,1,2,Needs improvement in teaching.,Negative,2025-03-25
3518,ST0574,F004,SUB025,1,1,1,1,1,2,Needs improvement in teaching.,Negative,2025-08-19
2093,ST0982,F018,SUB014,1,2,2,1,2,1,Needs improvement in teaching.,Negative,2025-04-04
1911,ST0522,F017,SUB021,2,2,1,2,1,1,Needs improvement in teaching.,Negative,2025-04-07
1326,ST0485,F027,SUB020,1,2,2,1,1,1,Needs improvement in teaching.,Negative,2025-03-10
1020,ST0632,F012,SUB004,1,2,2,2,2,2,Needs improvement in teaching.,Negative,2025-07-22
3472,ST0463,F017,SUB002,2,1,1,2,1,1,Needs improvement in teaching.,Negative,2025-01-16
3528,ST0333,F020,SUB023,2,1,2,2,2,2,Needs improvement in teaching.,Negative,2025-08-24
1342,ST0281,F034,SUB015,1,1,1,2,2,1,Needs improvement in teaching.,Negative,2025-10-09
1591,ST0919,F006,SUB017,1,1,1,1,2,1,Needs improvement in teaching.,Negative,2025-10-16
1359,ST0617,F021,SUB014,1,2,1,2,2,2,Needs improvement in teaching.,Negative,2025-03-03
3780,ST0927,F024,SUB005,1,2,2,1,1,1,Needs improvement in teaching.,Negative,2025-01-03
1871,ST0256,F011,SUB011,2,2,1,1,1,1,Needs improvement in teaching.,Negative,2025-04-17
1891,ST0123,F033,SUB023,1,1,1,1,2,1,Needs improvement in teaching.,Negative,2025-07-07
1389,ST0921,F021,SUB004,2,1,2,2,1,1,Needs improvement in teaching.,Negative,2025-06-19
2049,ST0098,F008,SUB001,2,2,1,2,1,2,Needs improvement in teaching.,Negative,2025-06-19
3802,ST0413,F038,SUB002,1,2,2,2,1,1,Needs improvement in teaching.,Negative,2025-04-05
3394,ST0855,F032,SUB023,2,1,2,2,2,1,Needs improvement in teaching.,Negative,2025-10-14
953,ST0495,F021,SUB010,1,2,2,2,1,2,Needs improvement in teaching.,Negative,2025-03-07
1712,ST0741,F034,SUB012,2,1,2,1,2,2,Needs improvement in teaching.,Negative,2025-12-20
1272,ST0025,F012,SUB004,1,2,1,1,2,2,Needs improvement in teaching.,Negative,2025-05-10
965,ST0192,F040,SUB030,2,1,2,2,2,2,Needs improvement in teaching.,Negative,2025-02-16
4778,ST0941,F012,SUB020,1,1,1,2,2,2,Needs improvement in teaching.,Negative,2025-12-17
3658,ST0306,F030,SUB019,2,1,2,1,1,2,Needs improvement in teaching.,Negative,2025-09-08
1285,ST0625,F033,SUB011,2,2,2,1,2,2,Needs improvement in teaching.,Negative,2025-03-31
1670,ST0101,F032,SUB027,1,1,2,1,2,2,Needs improvement in teaching.,Negative,2025-04-25
3507,ST0122,F009,SUB020,2,2,2,1,2,2,Needs improvement in teaching.,Negative,2025-04-18
3774,ST0556,F004,SUB004,1,1,1,1,2,1,Needs improvement in teaching.,Negative,2025-06-11
4593,ST0888,F006,SUB023,2,2,1,1,1,1,Needs improvement in teaching.,Negative,2025-09-08
910,ST0302,F014,SUB019,1,2,2,2,2,1,Needs improvement in teaching.,Negative,2025-08-25
4708,ST0069,F005,SUB029,1,1,1,1,1,2,Needs improvement in teaching.,Negative,2025-10-20
1926,ST0588,F010,SUB001,2,2,1,1,2,1,Needs improvement in teaching.,Negative,2025-01-08
901,ST0259,F028,SUB022,2,1,2,2,2,2,Needs improvement in teaching.,Negative,2025-01-16
1221,ST0985,F039,SUB022,1,2,2,2,1,1,Needs improvement in teaching.,Negative,2025-10-05
1314,ST0099,F030,SUB029,1,2,2,1,2,1,Needs improvement in teaching.,Negative,2025-03-29
4648,ST0631,F031,SUB024,2,2,1,2,2,2,Needs improvement in teaching.,Negative,2025-03-16
3327,ST0939,F032,SUB025,1,1,1,2,1,1,Needs improvement in teaching.,Negative,2025-07-03
1362,ST0441,F021,SUB020,2,2,2,2,2,2,Needs improvement in teaching.,Negative,2025-06-29
2186,ST0863,F006,SUB026,1,1,1,1,1,1,Needs improvement in teaching.,Negative,2025-02-23
1859,ST0590,F001,SUB001,1,1,1,1,2,2,Needs improvement in teaching.,Negative,2025-12-31
4608,ST0666,F022,SUB027,2,2,1,2,1,2,Needs improvement in teaching.,Negative,2025-03-09
2184,ST0358,F007,SUB008,1,2,1,2,2,1,Needs improvement in teaching.,Negative,2025-07-17
714,ST0321,F028,SUB023,1,1,1,1,2,2,Needs improvement in teaching.,Negative,2025-01-26
3607,ST0061,F029,SUB008,1,2,2,2,2,2,Needs improvement in teaching.,Negative,2025-11-04
1184,ST0545,F015,SUB006,1,2,2,2,1,1,Needs improvement in teaching.,Negative,2025-02-03
1543,ST0229,F030,SUB005,2,1,2,2,1,1,Needs improvement in teaching.,Negative,2025-04-18
728,ST0658,F035,SUB004,1,2,2,2,1,1,Needs improvement in teaching.,Negative,2025-03-18
3561,ST0253,F028,SUB011,1,2,2,2,2,2,Needs improvement in teaching.,Negative,2025-10-09
4552,ST0143,F030,SUB021,1,1,2,2,2,2,Needs improvement in teaching.,Negative,2025-10-22
757,ST0096,F019,SUB026,1,2,2,2,2,1,Needs improvement in teaching.,Negative,2025-09-26
4240,ST0285,F031,SUB024,2,1,1,2,1,1,Needs improvement in teaching.,Negative,2025-08-27
